imageName X Y Z Omega Phi Kappa
DJI_0111.JPG 755514.230799 3279255.717535 43.366647 -0.282142 -2.382596 -150.039842
DJI_0112.JPG 755515.534120 3279254.431788 43.225662 0.031393 -2.095716 -150.611756
DJI_0113.JPG 755516.821529 3279252.906024 43.289565 -0.039163 -2.426006 -150.491137
DJI_0114.JPG 755518.292891 3279251.657615 43.436981 0.112795 -2.134343 -150.910104
DJI_0115.JPG 755519.628527 3279250.233043 43.391214 -0.113734 -2.290652 -150.647072
DJI_0116.JPG 755520.994986 3279248.834487 43.514445 -0.171153 -2.409351 -150.742838
DJI_0117.JPG 755523.729326 3279246.113598 43.411567 -0.427734 -2.545657 -150.687206
DJI_0118.JPG 755525.194362 3279244.982889 43.210715 -0.002735 -2.481040 -150.957504
DJI_0119.JPG 755526.543088 3279243.576329 43.130531 0.669899 -2.151704 -150.068533
DJI_0120.JPG 755527.915805 3279242.259697 43.147437 0.074389 -1.935798 -151.324341
DJI_0121.JPG 755529.180833 3279240.884253 43.141004 0.510984 -2.003889 -150.768090
DJI_0122.JPG 755530.383524 3279239.261916 43.057300 -0.294450 -1.855200 -151.356433
DJI_0123.JPG 755531.756765 3279237.845275 43.104758 -0.063353 -1.796671 -150.995222
DJI_0124.JPG 755533.200531 3279236.401022 43.013132 0.098352 -2.085141 -150.737450
DJI_0125.JPG 755534.571825 3279235.027011 42.976692 -0.236757 -1.439146 -151.459289
DJI_0126.JPG 755535.853597 3279233.609101 43.035521 0.045996 -1.688370 -151.207893
DJI_0127.JPG 755537.045371 3279232.135784 43.105871 0.045979 -1.526723 -150.442074
DJI_0128.JPG 755538.428183 3279230.827772 43.225347 0.050711 -1.664695 -150.942451
DJI_0129.JPG 755539.777342 3279229.386572 43.397354 0.060608 -1.282253 -151.741246
DJI_0130.JPG 755541.062429 3279227.959330 43.419218 0.433019 -1.775706 -151.315706
DJI_0131.JPG 755542.345964 3279226.571713 43.409338 0.263272 -2.081282 -151.183082
DJI_0132.JPG 755543.575169 3279225.184803 43.369747 -0.224689 -2.611675 -150.920465
DJI_0133.JPG 755541.840414 3279223.474597 43.343910 -0.432738 -3.563138 59.304660
DJI_0134.JPG 755540.415654 3279224.539643 43.410701 -1.071382 -1.584675 57.309483
DJI_0135.JPG 755539.011307 3279226.009116 43.442473 -1.408515 0.145889 57.825648
DJI_0136.JPG 755537.777016 3279227.474458 43.293540 -2.043619 1.169587 57.284200
DJI_0137.JPG 755534.916624 3279230.092255 43.161429 -2.449740 1.955387 58.571141
DJI_0138.JPG 755533.459763 3279231.464452 43.239651 -2.789424 2.456000 57.513133
DJI_0139.JPG 755532.160962 3279233.052613 43.273697 -2.978113 2.428822 59.979262
DJI_0140.JPG 755530.891697 3279234.380864 43.334317 -3.129285 2.942610 59.713653
DJI_0141.JPG 755529.469640 3279235.820001 43.265648 -3.097795 2.980988 59.999441
DJI_0142.JPG 755527.990944 3279237.273352 43.274332 -2.994127 2.889509 60.426811
DJI_0143.JPG 755526.787823 3279238.705874 43.095044 -3.273419 3.062269 60.481404
DJI_0144.JPG 755525.283783 3279240.029891 43.155577 -3.295428 3.088584 59.893483
DJI_0145.JPG 755523.933857 3279241.364342 43.305524 -2.911986 3.015283 57.633838
DJI_0146.JPG 755522.652803 3279242.735596 43.219395 -3.190060 2.955034 59.003820
DJI_0147.JPG 755521.354404 3279244.283404 43.103327 -2.879665 2.745120 60.848900
DJI_0148.JPG 755519.953325 3279245.593515 43.010684 -3.109628 2.822996 61.461736
DJI_0149.JPG 755518.590106 3279247.095888 42.989094 -3.478095 2.843089 60.732763
DJI_0150.JPG 755517.154530 3279248.426839 42.931072 -2.932424 2.468344 60.249965
DJI_0151.JPG 755515.919671 3279249.959920 42.836625 -2.834429 2.709716 60.672559
DJI_0152.JPG 755514.579501 3279251.430258 42.935660 -2.748910 2.465801 58.786521
DJI_0153.JPG 755513.446487 3279252.857861 42.961338 -2.580777 2.341801 60.715189
DJI_0154.JPG 755512.085455 3279254.228291 42.730054 -2.567497 2.377436 60.482299
DJI_0155.JPG 755510.815777 3279255.758710 42.743428 -2.415476 2.459988 59.912429
DJI_0156.JPG 755509.601476 3279257.103295 42.615447 -2.416157 2.053931 63.154024
DJI_0157.JPG 755508.209079 3279258.398295 42.477857 -2.492812 2.045787 63.009528
DJI_0158.JPG 755506.815530 3279259.746094 42.419999 -2.459686 1.970532 63.135111
DJI_0159.JPG 755505.560527 3279261.151410 42.331166 -2.424297 1.845619 63.353842
DJI_0160.JPG 755504.108145 3279262.535458 42.344725 -2.592112 2.092047 62.562388
DJI_0161.JPG 755502.771677 3279263.979012 42.593318 -2.873704 2.112184 61.728385
DJI_0162.JPG 755501.362905 3279265.438552 42.632800 -2.613185 1.725691 62.107093
DJI_0163.JPG 755500.054183 3279266.865369 42.544629 -2.512590 1.703117 63.186839
DJI_0164.JPG 755498.548748 3279268.103017 42.597570 -2.497165 1.791889 62.003702
DJI_0165.JPG 755497.211417 3279269.450310 42.557979 -2.501776 1.631195 58.972769
DJI_0166.JPG 755496.129309 3279270.813108 42.724100 -2.244677 1.652338 58.234479
DJI_0167.JPG 755495.005493 3279272.212955 43.069943 -1.877147 1.745417 63.277063
DJI_0168.JPG 755493.623318 3279273.661222 43.137955 -1.959334 1.630022 62.654472
DJI_0169.JPG 755492.319837 3279275.072589 43.209315 -2.028676 1.488193 63.487084
DJI_0170.JPG 755490.912100 3279276.606852 43.236309 -2.040766 1.665898 62.376279
DJI_0171.JPG 755489.457201 3279278.040500 43.347852 -2.356693 1.556552 62.486819
DJI_0172.JPG 755488.005602 3279279.493644 43.517259 -1.876327 2.256588 62.320681
DJI_0173.JPG 755486.603590 3279280.850894 43.547252 -2.046047 1.733025 61.729171
DJI_0174.JPG 755485.200358 3279282.317878 43.544565 -2.290014 3.513142 37.296861
DJI_0175.JPG 755483.897119 3279283.707428 43.379532 -1.863875 3.296536 35.580916
DJI_0176.JPG 755482.678954 3279285.096636 43.256503 -1.809860 3.371377 36.314456
DJI_0177.JPG 755481.390742 3279286.502114 43.109013 -1.505475 3.190236 36.257173
DJI_0178.JPG 755480.190975 3279287.966386 43.294657 -1.339773 2.399861 54.769257
DJI_0179.JPG 755478.790003 3279289.301545 43.149048 -1.367959 2.130986 58.428198
DJI_0180.JPG 755477.375765 3279290.742423 42.986068 -1.515941 2.135832 58.957557
DJI_0181.JPG 755476.029814 3279292.195548 42.828743 -1.821150 1.680017 64.375619
DJI_0182.JPG 755474.612749 3279293.461735 42.780903 -1.317656 1.474871 64.138217
DJI_0183.JPG 755472.679478 3279291.756671 42.870232 -0.719096 3.646355 -122.519941
DJI_0184.JPG 755473.805016 3279290.459392 43.091085 -0.036636 2.376555 -145.566024
DJI_0185.JPG 755475.218622 3279289.037547 42.941723 0.516226 0.275216 -145.280406
DJI_0186.JPG 755476.472313 3279287.516348 42.750759 0.369620 -0.106211 -147.486784
DJI_0187.JPG 755477.757229 3279286.144607 42.752400 0.229523 -0.850131 -147.601368
DJI_0188.JPG 755479.100711 3279284.662967 42.960294 0.748871 -1.730658 -147.548216
DJI_0189.JPG 755480.459432 3279283.288888 43.062393 0.814046 -2.348317 -147.378680
DJI_0190.JPG 755481.737044 3279281.770575 43.380787 0.004508 -2.606850 -147.687017
DJI_0191.JPG 755483.207167 3279280.503008 43.405560 0.766818 -2.645117 -148.292066
DJI_0192.JPG 755484.447103 3279279.102878 43.337625 0.447587 -2.841863 -148.683050
DJI_0193.JPG 755485.808846 3279277.563984 43.159869 0.318819 -3.240353 -148.656265
DJI_0194.JPG 755487.163379 3279276.155279 43.065157 0.284905 -2.760668 -149.366086
DJI_0195.JPG 755488.490136 3279274.736585 43.186900 0.528202 -3.071193 -148.944171
DJI_0196.JPG 755489.832739 3279273.236967 43.327750 0.253859 -2.878000 -149.138747
DJI_0197.JPG 755491.196168 3279271.804960 43.464169 0.218178 -3.198919 -149.649894
DJI_0198.JPG 755492.572615 3279270.507367 43.465584 0.197949 -2.784197 -149.564147
DJI_0199.JPG 755494.024315 3279269.116755 43.565784 0.608123 -3.503773 -149.123087
DJI_0200.JPG 755495.296068 3279267.701904 43.749311 -0.039497 -3.168034 -149.386514
DJI_0201.JPG 755496.788915 3279266.307422 43.642552 0.506656 -3.442809 -149.755977
DJI_0202.JPG 755498.118918 3279264.917821 43.598556 -0.158931 -2.993263 -149.925699
DJI_0203.JPG 755499.461899 3279263.469236 43.644184 0.164037 -3.065814 -149.776088
DJI_0204.JPG 755500.902780 3279262.114275 43.565472 0.550617 -2.417105 -150.409887
DJI_0205.JPG 755502.067487 3279260.684482 43.569333 -0.004029 -2.647391 -150.576181
DJI_0206.JPG 755503.438474 3279259.223814 43.486473 0.368342 -2.409146 -150.450265
DJI_0207.JPG 755504.725610 3279257.904898 43.596940 0.415174 -2.502027 -150.621784
DJI_0208.JPG 755506.128203 3279256.457081 43.648665 0.320688 -2.571479 -150.609205
DJI_0209.JPG 755507.445468 3279255.121728 43.764614 0.451431 -2.570702 -150.202816
DJI_0210.JPG 755508.779459 3279253.752872 43.777049 0.345229 -2.608859 -150.380408
DJI_0211.JPG 755510.246362 3279252.393296 43.726247 0.645347 -2.439479 -150.773470
DJI_0212.JPG 755511.488254 3279250.958900 43.665635 0.602636 -2.282226 -151.116883
DJI_0213.JPG 755512.810957 3279249.545695 43.500194 0.106040 -2.303441 -150.367391
DJI_0214.JPG 755514.269532 3279248.144946 43.557841 0.490708 -2.510569 -150.107655
DJI_0215.JPG 755515.646807 3279246.729873 43.643959 -0.103652 -2.499535 -150.453415
DJI_0216.JPG 755517.052002 3279245.350143 43.524518 0.423858 -2.673900 -149.848871
DJI_0217.JPG 755518.481143 3279244.069185 43.496265 0.462320 -1.914408 -150.694395
DJI_0218.JPG 755519.895146 3279242.610922 43.499576 0.105966 -1.964341 -150.401445
DJI_0219.JPG 755521.211860 3279241.211071 43.498213 0.305638 -2.262864 -150.460503
DJI_0220.JPG 755522.557342 3279239.758102 43.781470 0.757005 -2.541054 -150.679366
DJI_0221.JPG 755523.863487 3279238.388209 43.775820 0.236260 -2.035131 -150.818025
DJI_0222.JPG 755526.572925 3279235.504191 44.043202 0.398877 -2.594960 -150.616792
DJI_0223.JPG 755527.929201 3279234.087289 43.926708 0.545806 -2.185681 -150.620690
DJI_0224.JPG 755529.224044 3279232.690227 43.761476 0.140491 -1.982856 -150.873607
DJI_0225.JPG 755530.555384 3279231.237822 43.611924 0.525046 -2.480308 -150.791131
DJI_0226.JPG 755531.824832 3279229.795508 43.701653 0.320120 -2.572968 -150.576295
DJI_0227.JPG 755533.132315 3279228.461842 43.847730 0.166485 -2.511428 -150.321036
DJI_0228.JPG 755534.498329 3279227.125312 43.990165 0.329175 -2.304477 -150.804464
DJI_0229.JPG 755535.713989 3279225.678028 43.788626 -0.139137 -2.284073 -150.483620
DJI_0230.JPG 755537.013747 3279224.328241 43.587468 0.161727 -2.137617 -151.194039
DJI_0231.JPG 755538.387369 3279222.796140 43.547170 -0.034398 -2.258238 -150.439964
DJI_0232.JPG 755539.770548 3279221.442331 43.594083 0.391649 -2.539719 -150.861919
DJI_0233.JPG 755538.039455 3279219.482058 43.579310 -0.491915 -3.103384 56.313316
DJI_0234.JPG 755536.588960 3279220.711165 43.743263 -1.400419 -0.722330 53.370979
DJI_0235.JPG 755535.432447 3279222.260182 43.593029 -2.029245 1.119028 54.536157
DJI_0236.JPG 755534.063501 3279223.676780 43.334150 -2.545913 1.656162 57.854901
DJI_0237.JPG 755532.637176 3279225.078354 43.019029 -2.965949 2.124073 58.948468
DJI_0238.JPG 755531.235350 3279226.458302 43.077974 -2.725305 2.265634 58.734898
DJI_0239.JPG 755529.814711 3279227.788060 43.200317 -2.389055 2.550938 58.184373
DJI_0240.JPG 755528.454426 3279229.201448 43.303680 -2.740986 2.534602 59.377736
DJI_0241.JPG 755526.966770 3279230.578146 43.265550 -2.800824 2.682048 59.082490
DJI_0242.JPG 755525.714027 3279231.971438 43.158395 -2.856836 3.038744 59.577634
DJI_0243.JPG 755524.231257 3279233.306958 43.081665 -3.276739 3.004451 60.171939
DJI_0244.JPG 755522.779151 3279234.712232 43.131135 -3.011793 2.762046 59.263404
DJI_0245.JPG 755521.340574 3279236.148158 43.297537 -2.581016 3.274804 55.973749
DJI_0246.JPG 755519.969425 3279237.611587 43.444218 -2.655752 3.150911 56.207183
DJI_0247.JPG 755518.688205 3279238.976566 43.535855 -2.616521 3.146024 55.932310
DJI_0248.JPG 755517.390852 3279240.409472 44.392912 -2.689177 2.936414 56.332921
DJI_0249.JPG 755514.742849 3279243.298171 43.489374 -2.524467 2.926060 53.646244
DJI_0250.JPG 755513.504908 3279244.728726 43.422162 -2.474585 3.007152 59.003920
DJI_0251.JPG 755511.888547 3279246.144197 43.377224 -2.307469 2.749451 52.393532
DJI_0252.JPG 755510.523899 3279247.626776 43.354197 -2.229629 2.702053 53.030298
DJI_0253.JPG 755509.233521 3279248.803072 43.275237 -2.378916 2.700628 56.298458
DJI_0254.JPG 755507.746670 3279250.305390 43.223398 -2.610003 2.572253 57.051594
DJI_0255.JPG 755506.424451 3279251.616379 43.312961 -2.436689 2.557012 56.663592
DJI_0256.JPG 755505.032597 3279253.005191 43.415831 -2.579063 2.954823 54.647082
DJI_0257.JPG 755503.652250 3279254.513280 43.476052 -2.582044 2.863800 54.970017
DJI_0258.JPG 755502.211380 3279255.880192 43.328840 -1.844071 3.196936 49.086811
DJI_0259.JPG 755501.082369 3279257.253502 43.412890 -2.067987 2.989208 51.775230
DJI_0260.JPG 755499.642398 3279258.619258 43.271953 -2.045850 2.887834 51.863392
DJI_0261.JPG 755498.343157 3279260.051052 43.305222 -2.063526 2.857687 55.121596
DJI_0262.JPG 755496.906990 3279261.431995 43.487692 -2.047625 2.571517 52.292223
DJI_0263.JPG 755495.720068 3279262.801428 43.286092 -2.055064 2.495380 52.142299
DJI_0264.JPG 755493.002528 3279265.634054 43.078108 -1.956236 2.467005 50.844938
DJI_0265.JPG 755491.679161 3279267.008959 42.976949 -0.633344 2.368250 39.787730
DJI_0266.JPG 755490.316143 3279268.497754 43.087837 -1.145740 2.442360 43.456726
DJI_0267.JPG 755489.067358 3279269.888819 43.135332 -1.114780 2.474951 43.650666
DJI_0268.JPG 755487.651760 3279271.382652 43.079226 -0.471307 2.416459 35.900568
DJI_0269.JPG 755486.364233 3279272.786752 43.162591 -0.689124 2.505156 38.032958
DJI_0270.JPG 755485.080557 3279274.173171 43.245744 -0.465412 2.796647 38.670300
DJI_0271.JPG 755483.626772 3279275.631047 43.218465 -0.587916 2.668772 37.757948
DJI_0272.JPG 755482.206574 3279277.196818 43.177782 -0.592226 2.620185 36.982595
DJI_0273.JPG 755480.942103 3279278.604364 43.149487 -0.667244 2.404838 37.427879
DJI_0274.JPG 755479.569794 3279279.890166 43.259952 -1.057658 2.663136 37.004953
DJI_0275.JPG 755478.183601 3279281.205475 43.293950 -0.879157 2.737896 36.760423
DJI_0276.JPG 755476.772329 3279282.718009 43.159309 -0.825166 3.055544 39.559162
DJI_0277.JPG 755475.555501 3279284.132508 43.078810 -1.425569 2.358686 59.406676
DJI_0278.JPG 755474.195814 3279285.464835 42.977833 -1.782277 2.098218 59.784056
DJI_0279.JPG 755472.868200 3279286.942699 42.650850 -1.826357 2.132351 63.098807
DJI_0280.JPG 755471.510337 3279288.128702 42.614424 -1.887081 2.130580 62.441948
DJI_0281.JPG 755470.033880 3279289.545688 42.547938 -1.972477 1.374440 64.027964
DJI_0282.JPG 755467.996905 3279287.767372 42.361873 -2.239483 2.769831 -144.794724
DJI_0283.JPG 755469.238561 3279286.456732 42.434864 -0.752693 1.075256 -146.335832
DJI_0284.JPG 755470.512655 3279285.134227 42.651468 -0.453059 0.163227 -146.639206
DJI_0285.JPG 755471.923484 3279283.476648 42.889276 0.413852 -2.032172 -135.589524
DJI_0286.JPG 755473.249147 3279282.146241 42.992224 -0.112103 -1.881640 -145.999161
DJI_0287.JPG 755474.701943 3279280.774328 43.017982 -0.071532 -2.619725 -146.982837
DJI_0288.JPG 755476.081558 3279279.347941 42.949670 0.225989 -2.963031 -146.884433
DJI_0289.JPG 755477.483805 3279278.012719 43.035210 0.661817 -3.266316 -146.559739
DJI_0290.JPG 755478.865913 3279276.655210 43.007230 0.528415 -3.285683 -147.923184
DJI_0291.JPG 755480.070234 3279275.216358 42.973263 0.508100 -4.073215 -146.982516
DJI_0292.JPG 755481.477817 3279273.902701 43.023488 0.971647 -4.055089 -137.510330
DJI_0293.JPG 755482.947314 3279272.671244 42.975120 0.098413 -3.794357 -147.712967
DJI_0294.JPG 755484.305716 3279271.185283 43.087411 0.543056 -3.752481 -146.720763
DJI_0295.JPG 755485.742185 3279269.658205 43.102085 0.570693 -3.495439 -147.834650
DJI_0296.JPG 755487.001560 3279268.115367 43.108597 0.874525 -3.582754 -143.429446
DJI_0297.JPG 755488.367289 3279266.688377 42.916269 0.549029 -3.220800 -146.349495
DJI_0298.JPG 755489.758033 3279265.137781 42.907802 0.411814 -3.194447 -148.709602
DJI_0299.JPG 755491.147570 3279263.890703 42.852056 0.849287 -2.491348 -149.433062
DJI_0300.JPG 755492.429792 3279262.422178 42.666433 0.396282 -2.813459 -149.800193
DJI_0301.JPG 755493.874404 3279261.134389 42.473646 0.564910 -2.441221 -150.240713
DJI_0302.JPG 755495.220658 3279259.682930 42.391489 0.619001 -2.819762 -150.136948
DJI_0303.JPG 755496.518550 3279258.320497 42.370383 0.730475 -2.621813 -150.556776
DJI_0304.JPG 755497.994781 3279256.781506 42.345143 0.249071 -2.746341 -150.741995
DJI_0305.JPG 755499.255704 3279255.305187 42.339216 0.449730 -3.050631 -149.844853
