imageName X Y Z Omega Phi Kappa
DJI_0306.JPG 755500.607400 3279254.023688 42.442453 0.045365 -2.943090 -150.799966
DJI_0307.JPG 755501.980437 3279252.553105 42.618659 0.473542 -2.539752 -150.403440
DJI_0308.JPG 755503.334673 3279251.126118 42.591317 0.781629 -2.083766 -150.146512
DJI_0309.JPG 755504.588517 3279249.561675 42.746165 -0.194169 -2.911222 -150.400304
DJI_0310.JPG 755505.891680 3279248.315358 42.830454 0.452487 -3.358234 -144.346449
DJI_0311.JPG 755507.217172 3279246.941420 42.967973 0.196710 -2.377758 -148.471628
DJI_0312.JPG 755508.570383 3279245.507949 43.052566 0.002448 -2.468704 -150.502527
DJI_0313.JPG 755509.903148 3279244.166874 42.878879 0.241278 -2.403385 -150.219839
DJI_0314.JPG 755511.372845 3279242.787122 42.776862 0.380825 -2.146563 -150.735028
DJI_0315.JPG 755512.760274 3279241.517414 42.705548 0.388699 -1.555209 -150.762043
DJI_0316.JPG 755514.144424 3279239.988568 42.823181 -0.076433 -2.018929 -150.738620
DJI_0317.JPG 755515.450576 3279238.564172 42.951014 -0.259453 -2.102563 -150.139035
DJI_0318.JPG 755516.757101 3279237.051611 42.954801 -0.267720 -2.436700 -149.892298
DJI_0319.JPG 755518.089885 3279235.666220 43.004630 -0.395577 -2.382196 -148.395512
DJI_0320.JPG 755519.477680 3279234.315181 42.901890 0.176318 -2.533334 -147.795358
DJI_0321.JPG 755520.951093 3279232.857106 42.825816 -0.181518 -2.453715 -145.747983
DJI_0322.JPG 755522.129140 3279231.531386 42.671903 -0.362818 -2.262343 -149.151128
DJI_0323.JPG 755523.894787 3279229.395245 42.261270 0.665480 -2.379857 -146.653865
DJI_0324.JPG 755525.177611 3279228.310863 42.040410 -0.250106 -1.952736 -146.205500
DJI_0325.JPG 755529.153261 3279223.754056 41.683275 0.393399 -2.370696 -148.198500
DJI_0326.JPG 755530.527303 3279222.302464 41.637754 0.416160 -2.568554 -148.514731
DJI_0327.JPG 755534.472395 3279218.160623 42.065869 -0.827792 -2.548864 -149.047685
DJI_0328.JPG 755533.962888 3279214.877750 42.011612 -0.652915 -4.265166 57.633061
DJI_0329.JPG 755532.811372 3279216.025129 42.069770 -1.264523 -1.566954 58.822257
DJI_0330.JPG 755529.988436 3279218.904680 41.646369 -2.291146 1.275380 59.481451
DJI_0331.JPG 755528.508302 3279220.317887 41.688654 -2.685139 2.100878 59.091672
DJI_0332.JPG 755527.275915 3279221.763165 41.871976 -3.171249 2.817998 58.679062
DJI_0333.JPG 755525.966216 3279223.259430 41.917690 -3.209651 2.957205 59.270055
DJI_0334.JPG 755524.630339 3279224.845215 41.748507 -3.810845 3.414469 58.543583
DJI_0335.JPG 755523.284361 3279226.221757 41.868149 -3.435096 3.313087 59.557815
DJI_0336.JPG 755521.977951 3279227.599106 41.972100 -3.469484 3.584846 59.530608
DJI_0337.JPG 755520.548035 3279228.897738 41.907644 -3.619507 3.458729 61.027383
DJI_0338.JPG 755519.224272 3279230.260901 41.616088 -3.615294 3.699416 59.832840
DJI_0339.JPG 755517.715072 3279231.637683 41.429446 -3.600959 3.493851 59.378036
DJI_0340.JPG 755516.285285 3279233.077384 41.382603 -3.428868 3.264572 59.909901
DJI_0341.JPG 755515.120672 3279234.456664 41.429445 -3.117510 3.213432 58.159410
DJI_0342.JPG 755513.805320 3279236.040969 41.368366 -3.173327 3.151601 59.635076
DJI_0343.JPG 755511.347936 3279239.005491 41.504444 -3.336733 2.944066 62.577144
DJI_0344.JPG 755510.213005 3279240.340995 41.406408 -3.087557 2.830709 61.833436
DJI_0345.JPG 755508.793357 3279241.772799 41.509397 -3.084622 3.234426 59.782865
DJI_0346.JPG 755507.437887 3279243.152335 41.482923 -3.288657 3.271106 60.108873
DJI_0347.JPG 755506.049687 3279244.476727 41.304409 -2.901332 2.891991 60.591869
DJI_0348.JPG 755504.631404 3279245.781031 41.364075 -2.718272 2.796069 59.381771
DJI_0349.JPG 755503.266196 3279247.242061 41.379500 -2.825965 2.737334 60.366805
DJI_0350.JPG 755501.900619 3279248.739391 41.320888 -2.802819 2.597344 59.920890
DJI_0351.JPG 755500.519380 3279250.235214 41.256163 -2.649228 2.900728 60.375408
DJI_0352.JPG 755499.151863 3279251.637212 41.278093 -2.620103 2.757698 60.589797
DJI_0353.JPG 755497.831608 3279252.991933 41.376652 -2.774312 2.611701 57.442935
DJI_0354.JPG 755496.433083 3279254.359044 41.508247 -2.350997 2.894378 46.291211
DJI_0355.JPG 755495.156580 3279255.684386 41.666852 -1.645200 3.255163 39.766224
DJI_0356.JPG 755493.857711 3279257.023800 41.662035 -2.086996 2.776675 49.378913
DJI_0357.JPG 755492.497138 3279258.303163 41.405133 -2.213903 2.698000 51.451494
DJI_0358.JPG 755491.178375 3279259.707441 41.401338 -2.299663 2.572555 54.386852
DJI_0359.JPG 755489.857340 3279261.161114 41.374141 -2.140257 2.723192 57.672369
DJI_0360.JPG 755488.611334 3279262.633778 41.423449 -2.123404 2.654741 55.093630
DJI_0361.JPG 755487.331291 3279264.192008 41.362595 -1.963178 2.591692 57.657237
DJI_0362.JPG 755485.921620 3279265.584198 41.305095 -2.098029 2.436531 56.406082
DJI_0363.JPG 755484.622797 3279266.963916 41.425334 -1.920757 2.312717 56.179397
DJI_0364.JPG 755483.300803 3279268.423626 41.369753 -1.780845 2.642036 54.930627
DJI_0365.JPG 755481.931759 3279269.731872 41.234438 -2.058175 2.699161 55.979061
DJI_0366.JPG 755480.576130 3279271.147430 41.161533 -2.172933 2.213932 61.461698
DJI_0367.JPG 755479.326924 3279272.434340 41.101576 -2.267081 2.474574 61.039831
DJI_0368.JPG 755476.454141 3279274.946088 40.620648 -1.944623 2.743921 60.840376
DJI_0369.JPG 755475.056179 3279276.179524 40.566926 -2.243339 2.306964 54.758646
DJI_0370.JPG 755473.550558 3279277.580818 40.416338 -2.329721 2.285386 50.241207
DJI_0371.JPG 755472.251425 3279278.887529 40.456504 -2.286252 2.291242 56.279667
DJI_0372.JPG 755470.829645 3279280.311015 40.441349 -2.249345 2.057882 57.739344
DJI_0373.JPG 755469.429168 3279281.666303 40.384934 -1.965028 1.795478 55.345393
DJI_0374.JPG 755468.131901 3279283.127965 40.723311 -1.948878 2.059520 56.935298
DJI_0375.JPG 755466.821038 3279284.545075 40.803854 -1.964530 1.072127 61.006584
DJI_0376.JPG 755464.832947 3279282.713302 40.804003 -2.756621 2.520656 -143.878183
DJI_0377.JPG 755466.072820 3279281.520798 40.703368 -0.769509 1.327446 -145.922954
DJI_0378.JPG 755467.439767 3279279.989383 40.597354 -0.407448 0.202322 -146.835302
DJI_0379.JPG 755468.681595 3279278.630186 40.633817 -0.061421 -0.727311 -147.152946
DJI_0380.JPG 755470.042639 3279277.291818 40.625607 0.214269 -1.096932 -147.361292
DJI_0381.JPG 755471.289021 3279275.648446 40.864329 0.188591 -2.960318 -139.869751
DJI_0382.JPG 755472.659972 3279274.461405 41.061816 -0.194742 -2.767554 -146.603996
DJI_0383.JPG 755474.062684 3279273.076178 41.310811 -0.236113 -3.344717 -146.738080
DJI_0384.JPG 755475.512623 3279271.591470 41.554074 0.470505 -3.566438 -142.045193
DJI_0385.JPG 755476.792522 3279270.376037 41.588495 -0.087927 -3.154441 -147.024906
DJI_0386.JPG 755478.065749 3279269.106072 41.462070 0.203569 -3.404418 -145.514918
DJI_0387.JPG 755479.505389 3279267.755886 41.342855 0.754778 -3.279094 -148.330368
DJI_0388.JPG 755480.828024 3279266.383646 41.073116 0.714496 -2.901790 -149.297445
DJI_0389.JPG 755482.109632 3279264.970977 41.035120 0.360350 -2.962150 -149.784855
DJI_0390.JPG 755483.408475 3279263.711653 40.932673 0.708770 -3.201350 -149.779574
DJI_0391.JPG 755484.817483 3279262.155878 40.921508 0.820959 -3.712986 -149.621805
DJI_0392.JPG 755486.056646 3279260.671407 40.723710 0.207794 -2.784414 -149.902259
DJI_0393.JPG 755487.309354 3279259.273700 40.787625 0.246650 -2.548205 -149.644346
DJI_0394.JPG 755488.715170 3279257.744808 40.779960 0.157486 -2.850550 -149.937593
DJI_0395.JPG 755490.125353 3279256.384810 40.657504 0.105454 -2.907077 -150.100487
DJI_0396.JPG 755491.423028 3279254.984201 40.761023 -0.039515 -2.582539 -149.782051
DJI_0397.JPG 755492.815260 3279253.564333 40.886714 -0.026259 -2.644115 -149.885563
DJI_0398.JPG 755494.240230 3279252.192538 40.686608 -0.084660 -2.259486 -150.188572
DJI_0399.JPG 755495.545523 3279250.892117 40.667000 0.444295 -2.351117 -150.488152
DJI_0400.JPG 755496.847466 3279249.292636 40.667238 -0.033457 -2.497694 -150.972640
DJI_0401.JPG 755498.322423 3279247.875635 40.651106 0.121653 -2.733782 -150.412037
DJI_0402.JPG 755499.673493 3279246.455194 40.937264 0.166984 -2.331466 -150.567970
DJI_0403.JPG 755501.127380 3279245.076852 41.063744 0.240468 -2.638802 -150.884643
DJI_0404.JPG 755502.351355 3279243.578207 40.932124 -0.010154 -2.824090 -149.423291
DJI_0405.JPG 755503.783468 3279242.169988 41.071170 0.111591 -2.941101 -147.269875
DJI_0406.JPG 755505.172369 3279240.692057 41.185200 2.331182 -3.481655 -126.147629
DJI_0407.JPG 755506.608026 3279239.411853 41.103246 1.453093 -3.175313 -135.388964
DJI_0408.JPG 755507.938568 3279237.981403 41.089877 2.279218 -3.343969 -129.235664
DJI_0409.JPG 755509.330634 3279236.732003 41.010628 1.149241 -2.785432 -140.942974
DJI_0410.JPG 755510.565855 3279235.334431 41.104299 0.389892 -2.506844 -148.212641
DJI_0411.JPG 755511.860863 3279233.778589 41.016040 0.449229 -2.996156 -145.801636
DJI_0412.JPG 755513.197020 3279232.370008 41.161962 1.534771 -3.100165 -133.264978
DJI_0413.JPG 755514.532845 3279230.972007 41.106280 1.414843 -2.981600 -135.520370
DJI_0414.JPG 755515.944628 3279229.447295 41.275687 1.616057 -2.812956 -136.105179
DJI_0415.JPG 755517.298142 3279228.221198 41.362415 1.284447 -2.626295 -136.899752
DJI_0416.JPG 755518.667411 3279227.007973 41.115195 0.935379 -2.562405 -142.500388
DJI_0417.JPG 755520.087094 3279225.634593 41.038432 0.362387 -2.328861 -149.545043
DJI_0418.JPG 755521.328148 3279224.220902 40.954562 0.244447 -2.418314 -149.663923
DJI_0419.JPG 755522.614661 3279222.817807 41.244876 0.385245 -2.503550 -149.782593
DJI_0420.JPG 755523.968379 3279221.462520 41.496912 0.218102 -2.483163 -148.705130
DJI_0421.JPG 755525.250473 3279220.034981 41.764294 0.139001 -2.800631 -149.402081
DJI_0422.JPG 755526.716072 3279218.941883 41.843324 0.964828 -2.302614 -150.693703
DJI_0423.JPG 755527.853683 3279217.569339 41.756491 0.475873 -2.263764 -150.890121
DJI_0424.JPG 755529.115408 3279215.982621 41.888992 -0.144116 -2.265405 -149.657221
DJI_0425.JPG 755530.461442 3279214.616258 42.007320 -0.243786 -1.965941 -150.530608
DJI_0426.JPG 755529.814344 3279211.330194 41.768439 -0.389180 -3.044408 57.412648
DJI_0427.JPG 755528.575479 3279212.676446 41.702552 -1.162955 -0.972045 55.971346
DJI_0428.JPG 755527.188938 3279214.224951 41.533076 -1.308328 0.496547 58.483489
DJI_0429.JPG 755525.934200 3279215.544181 41.284120 -2.697277 1.763382 58.540002
DJI_0430.JPG 755524.312942 3279216.832444 41.238922 -2.968136 1.944019 58.213602
DJI_0431.JPG 755522.918766 3279218.268987 41.281514 -2.472672 1.867690 57.602625
DJI_0432.JPG 755521.671419 3279219.658448 41.433208 -3.163361 2.580381 57.902534
DJI_0433.JPG 755520.266403 3279221.046637 41.528335 -2.802232 2.691609 57.480320
DJI_0434.JPG 755518.839265 3279222.420743 41.397797 -2.696716 2.639696 56.797374
DJI_0435.JPG 755517.499094 3279223.909791 41.196140 -3.041090 2.740841 58.509942
DJI_0436.JPG 755516.041588 3279225.279045 41.192549 -2.930178 3.016027 57.054302
DJI_0437.JPG 755514.786459 3279226.764511 41.111441 -2.826319 2.968312 59.570706
DJI_0438.JPG 755513.493536 3279228.121643 40.958136 -3.267562 3.280699 60.797562
DJI_0439.JPG 755512.100063 3279229.448539 40.997963 -3.291494 3.064812 57.027976
DJI_0440.JPG 755510.759573 3279230.866023 41.178528 -3.022146 3.002014 57.633806
DJI_0441.JPG 755509.415536 3279232.313204 40.975431 -2.934206 2.900544 57.470473
DJI_0442.JPG 755506.907468 3279235.298312 40.991436 -3.230936 2.758341 60.025163
DJI_0443.JPG 755505.590332 3279236.803018 40.763486 -2.832725 2.743483 60.617595
DJI_0444.JPG 755504.158873 3279238.069065 40.912716 -2.998565 2.728036 58.957022
DJI_0445.JPG 755502.794789 3279239.534153 40.823076 -2.605400 2.684211 60.085672
DJI_0446.JPG 755501.533135 3279240.926427 40.907880 -2.919447 2.956603 60.753344
DJI_0447.JPG 755500.140027 3279242.246837 41.003564 -2.724591 3.047686 55.788195
DJI_0448.JPG 755498.728014 3279243.609152 40.971526 -2.772756 2.700263 59.821730
DJI_0449.JPG 755497.404320 3279245.052949 41.006677 -2.865484 2.652732 60.447600
DJI_0450.JPG 755496.050512 3279246.354837 41.006472 -2.864673 2.377947 58.739326
DJI_0451.JPG 755494.677732 3279247.791306 40.957820 -2.655988 2.508405 56.062776
DJI_0452.JPG 755493.345718 3279249.088357 40.926239 -2.566982 2.506346 55.550834
DJI_0453.JPG 755491.947051 3279250.580891 40.880652 -2.609839 2.364958 54.429523
DJI_0454.JPG 755490.671203 3279251.905716 40.996935 -2.574890 2.038984 55.431931
DJI_0455.JPG 755489.252071 3279253.263587 41.066694 -2.366919 1.970581 55.101816
DJI_0456.JPG 755486.612271 3279256.063906 41.324601 -2.258136 2.269748 52.293357
DJI_0457.JPG 755485.153370 3279257.398914 41.364255 -2.270769 2.270286 55.681181
DJI_0458.JPG 755483.837096 3279258.848327 41.233622 -2.435975 2.191846 57.338460
DJI_0459.JPG 755482.422047 3279260.249294 41.178077 -2.372762 2.125431 55.493765
DJI_0460.JPG 755480.998478 3279261.596105 41.064260 -2.247731 2.207348 53.718312
DJI_0461.JPG 755479.675515 3279263.018900 41.037184 -1.549573 2.722294 39.803934
DJI_0462.JPG 755478.351329 3279264.421489 41.181935 -1.409008 2.662719 37.392824
DJI_0463.JPG 755477.020426 3279265.847434 41.015160 -1.001005 2.511743 36.844981
DJI_0464.JPG 755475.712976 3279267.215234 41.142114 -0.765428 2.564414 38.487909
DJI_0465.JPG 755474.389201 3279268.651945 41.217436 -0.999381 2.772505 38.043387
DJI_0466.JPG 755473.026533 3279270.060180 41.217121 -0.864873 2.747304 38.621573
DJI_0467.JPG 755471.715512 3279271.495563 41.163705 -0.368412 2.698021 39.330486
DJI_0468.JPG 755470.357485 3279272.891247 41.018990 -0.320329 2.821060 38.989585
DJI_0469.JPG 755469.020730 3279274.309590 40.925089 -0.722838 2.997228 38.592719
DJI_0470.JPG 755467.767036 3279275.694961 40.872194 -0.661987 2.930697 40.894068
DJI_0471.JPG 755466.457963 3279277.043551 41.015048 -0.955216 2.870823 41.221389
DJI_0472.JPG 755465.169285 3279278.429793 40.949041 -1.798511 2.351647 47.912418
DJI_0473.JPG 755463.863507 3279279.853604 40.933529 -1.852446 2.277751 52.940392
DJI_0474.JPG 755462.478657 3279281.295219 40.882264 -1.843088 2.081198 55.337446
DJI_0475.JPG 755460.358103 3279279.579539 40.999215 -2.458329 3.426548 -143.588657
DJI_0476.JPG 755461.594795 3279278.222371 40.831143 -0.393829 1.543430 -145.859422
DJI_0477.JPG 755462.833999 3279276.713820 40.854289 -0.408007 0.124237 -146.022597
DJI_0478.JPG 755464.196526 3279275.175988 40.883957 -0.086788 -0.891358 -145.513188
DJI_0479.JPG 755465.498431 3279273.872025 41.043578 -0.201556 -1.608609 -146.620232
DJI_0480.JPG 755466.909523 3279272.546778 41.020719 0.443816 -2.142955 -140.720122
DJI_0481.JPG 755468.071332 3279271.101375 40.996553 0.173334 -2.673588 -143.503977
DJI_0482.JPG 755469.292239 3279269.667549 40.967427 1.273681 -3.588934 -133.011867
DJI_0483.JPG 755470.914357 3279268.568169 40.908816 0.894026 -2.329579 -146.472863
DJI_0484.JPG 755472.211181 3279267.033356 40.648117 0.472979 -2.531675 -148.241445
DJI_0485.JPG 755473.414589 3279265.595258 40.640564 -0.103637 -2.467569 -148.682103
DJI_0486.JPG 755474.808313 3279264.143901 40.580695 -0.064053 -2.802741 -149.438417
DJI_0487.JPG 755477.638639 3279261.430170 40.187941 0.812367 -2.564694 -150.102838
DJI_0488.JPG 755478.784069 3279259.875277 40.494051 -0.401802 -2.520264 -149.800163
DJI_0489.JPG 755480.249366 3279258.369072 40.711746 0.146552 -2.613710 -149.515874
DJI_0490.JPG 755481.505887 3279256.935171 40.829812 -0.160497 -2.507176 -149.880557
DJI_0491.JPG 755482.854573 3279255.580093 40.947891 0.039624 -2.343564 -150.281846
DJI_0492.JPG 755484.245574 3279254.219552 41.021576 0.219346 -2.687058 -150.375320
DJI_0493.JPG 755485.639772 3279252.793753 41.056447 -0.012257 -2.535651 -150.239976
DJI_0494.JPG 755486.961569 3279251.337549 40.969951 0.060474 -2.584375 -149.639814
DJI_0495.JPG 755488.304065 3279249.945846 40.789790 -0.098856 -2.018274 -149.803489
DJI_0496.JPG 755489.716988 3279248.587646 40.678902 0.420807 -1.976749 -150.332562
DJI_0497.JPG 755490.871860 3279247.038442 40.716595 0.261302 -3.030380 -149.357653
DJI_0498.JPG 755492.228316 3279245.755352 40.847314 0.072118 -1.944423 -150.246778
DJI_0499.JPG 755493.600060 3279244.448326 40.999239 -0.023333 -1.826255 -150.148048
DJI_0500.JPG 755494.899849 3279243.073391 40.900279 -0.061224 -1.741849 -149.953866
DJI_0501.JPG 755496.215321 3279241.607686 40.967861 0.138004 -1.933074 -149.747717
DJI_0502.JPG 755497.488863 3279240.116210 41.018262 -0.120512 -1.835462 -149.795851
DJI_0503.JPG 755498.880910 3279238.675469 41.122991 -0.192658 -2.092058 -150.385768
DJI_0504.JPG 755500.387070 3279237.372214 41.182788 0.165599 -1.497563 -150.262866
DJI_0505.JPG 755501.766382 3279236.025119 41.144469 0.545586 -1.344518 -150.840241
DJI_0506.JPG 755503.146573 3279234.540139 41.311700 0.096665 -1.759969 -150.450665
DJI_0507.JPG 755504.557206 3279233.173427 41.278899 0.300524 -1.757623 -150.774210
DJI_0508.JPG 755505.875479 3279231.823961 41.284008 0.218059 -1.805475 -150.621712
DJI_0509.JPG 755507.289758 3279230.447141 41.313446 -0.180377 -1.809834 -150.901950
DJI_0510.JPG 755509.982866 3279227.573938 40.936798 -0.145462 -2.253131 -150.590325
DJI_0511.JPG 755512.777551 3279224.509611 40.961926 0.137154 -2.363174 -150.662000
DJI_0512.JPG 755514.099364 3279223.081236 41.001644 -0.070052 -2.129191 -150.799388
DJI_0513.JPG 755515.422105 3279221.483187 41.070273 -0.141041 -2.186494 -150.649324
DJI_0514.JPG 755516.781860 3279220.053905 41.250190 0.550675 -2.769757 -150.423417
DJI_0515.JPG 755518.133245 3279218.705387 41.360665 0.727672 -2.615475 -150.690719
DJI_0516.JPG 755519.463814 3279217.254837 41.452100 0.013322 -2.726287 -150.899086
DJI_0517.JPG 755520.760053 3279215.706090 41.366961 0.183013 -2.770053 -150.655959
DJI_0518.JPG 755522.136708 3279214.234442 41.481116 -0.235998 -2.809816 -150.486839
DJI_0519.JPG 755523.657834 3279212.784782 41.593466 -0.250365 -2.190618 -150.819273
DJI_0520.JPG 755524.969167 3279211.310175 41.676508 -0.234241 -2.250107 -150.792581
DJI_0521.JPG 755527.547361 3279208.572335 41.827071 -0.012118 -2.750602 -150.866296
DJI_0522.JPG 755525.618007 3279206.627448 41.570445 -1.019815 -2.793900 51.312632
DJI_0523.JPG 755524.364936 3279207.667582 41.426763 -1.463861 -0.393963 47.215425
DJI_0524.JPG 755523.018608 3279209.092139 41.203120 -1.766091 0.944215 46.249799
DJI_0525.JPG 755521.734517 3279210.502558 41.095559 -1.890897 1.751351 46.012745
DJI_0526.JPG 755520.388072 3279211.818588 40.982155 -1.696931 1.981348 46.000905
DJI_0527.JPG 755519.125654 3279213.295823 40.974153 -1.995746 2.295527 50.213344
DJI_0528.JPG 755517.906592 3279214.764094 41.042443 -2.202591 2.695876 53.547502
DJI_0529.JPG 755516.525813 3279216.130405 41.149097 -2.149622 2.871607 51.974717
DJI_0530.JPG 755515.095422 3279217.535263 41.182632 -2.119276 2.968809 47.752536
DJI_0531.JPG 755513.807437 3279219.035427 41.029932 -2.376920 3.119906 51.773333
DJI_0532.JPG 755512.524560 3279220.578773 41.011146 -2.994451 3.176856 57.709888
DJI_0533.JPG 755511.151687 3279221.931344 40.915117 -2.874517 3.171264 57.666083
DJI_0534.JPG 755509.755819 3279223.412638 40.859057 -2.980795 2.956887 58.653667
DJI_0535.JPG 755506.883164 3279226.061899 40.621040 -3.203626 2.859406 53.819322
DJI_0536.JPG 755505.646119 3279227.387638 40.558141 -3.379758 2.887476 55.657875
DJI_0537.JPG 755504.481739 3279228.805128 40.672630 -3.277059 3.107393 59.486710
DJI_0538.JPG 755503.096309 3279230.165068 40.628055 -3.068821 2.948370 60.722660
DJI_0539.JPG 755501.880054 3279231.536647 40.730955 -3.429736 2.545977 61.095868
DJI_0540.JPG 755500.539247 3279233.051677 40.699747 -3.075631 2.512207 59.735203
DJI_0541.JPG 755498.988607 3279234.433982 40.427171 -3.040966 2.122515 61.607655
DJI_0542.JPG 755496.414465 3279237.083321 40.474187 -2.754134 2.552679 59.948340
DJI_0543.JPG 755495.140409 3279238.468708 40.480677 -2.975540 2.332049 60.538762
DJI_0544.JPG 755493.664265 3279239.880509 40.436186 -2.691072 2.194508 61.563873
DJI_0545.JPG 755492.390262 3279241.293678 40.505768 -2.919397 2.318619 60.399455
DJI_0546.JPG 755491.211101 3279242.761272 40.403550 -3.133055 2.063223 61.471910
DJI_0547.JPG 755489.773194 3279244.125695 40.340884 -3.070948 1.968176 61.943746
DJI_0548.JPG 755488.491082 3279245.643106 40.348890 -2.994184 2.132826 62.795046
DJI_0549.JPG 755487.040472 3279246.996567 40.293122 -2.857943 2.206349 63.234888
DJI_0550.JPG 755485.746346 3279248.531203 40.356838 -3.194586 2.134496 62.101410
DJI_0551.JPG 755484.358236 3279249.763238 40.421980 -2.890113 2.386456 59.692586
DJI_0552.JPG 755483.140119 3279251.305622 40.484858 -2.920913 2.086755 61.696090
DJI_0553.JPG 755481.851158 3279252.711814 40.398944 -2.762577 1.809541 62.808852
DJI_0554.JPG 755480.499119 3279254.198953 40.097361 -2.683958 2.335064 62.175959
DJI_0555.JPG 755479.139574 3279255.420800 40.139295 -2.567408 2.070829 62.224640
DJI_0556.JPG 755477.880954 3279256.691073 40.311500 -2.614825 2.243659 62.326464
DJI_0557.JPG 755476.492171 3279258.068184 40.250870 -2.549342 2.016779 62.759296
DJI_0558.JPG 755475.112812 3279259.448862 40.237934 -2.579096 1.786126 63.069296
DJI_0559.JPG 755473.705543 3279260.881921 40.094092 -2.134407 1.792862 61.768192
DJI_0560.JPG 755472.345104 3279262.213746 40.080071 -2.539839 1.675763 62.497647
DJI_0561.JPG 755470.898939 3279263.596421 40.144986 -2.813643 1.581575 61.741034
DJI_0562.JPG 755469.684678 3279265.007720 40.305251 -2.757382 1.590703 61.816168
DJI_0563.JPG 755468.366885 3279266.294424 40.419884 -1.592174 2.600745 62.028588
DJI_0564.JPG 755467.089655 3279267.703373 40.554958 -2.083233 2.354264 61.694694
DJI_0565.JPG 755465.746894 3279269.304677 40.590784 -2.614716 2.023591 62.063515
DJI_0566.JPG 755464.324626 3279270.714472 40.606320 -2.599569 1.621392 62.428539
DJI_0567.JPG 755462.960756 3279272.105488 40.542538 -2.676677 1.637744 61.882504
DJI_0568.JPG 755461.631091 3279273.605506 40.638283 -2.437508 1.444124 61.364541
DJI_0569.JPG 755460.241934 3279275.076517 40.714020 -2.262839 1.734322 60.037486
DJI_0570.JPG 755458.957305 3279276.440359 40.655663 -2.114378 1.441561 60.154799
DJI_0571.JPG 755456.877359 3279274.684650 40.447274 -3.485244 3.407518 -143.535460
DJI_0572.JPG 755457.839334 3279273.391225 40.484614 0.328248 -0.089770 -119.978818
DJI_0573.JPG 755459.232041 3279271.936015 40.656800 0.483927 -0.792156 -130.533579
DJI_0574.JPG 755460.543654 3279270.530614 40.760555 0.235853 -1.101075 -140.622242
DJI_0575.JPG 755461.939709 3279269.195490 40.665265 -0.106291 -1.388882 -146.470103
DJI_0576.JPG 755463.231559 3279267.814671 40.569707 -0.325001 -2.083241 -145.876797
DJI_0577.JPG 755464.515667 3279266.332102 40.640168 -0.100675 -2.750944 -142.469616
DJI_0578.JPG 755465.821337 3279265.039695 40.739938 0.012832 -2.368624 -145.651177
DJI_0579.JPG 755467.093355 3279263.708493 40.686577 -0.026768 -3.186636 -144.351648
DJI_0580.JPG 755468.433335 3279262.260060 40.593981 0.230986 -3.082756 -144.398086
DJI_0581.JPG 755469.618093 3279260.681073 40.665903 1.753901 -3.664652 -131.136101
DJI_0582.JPG 755470.960767 3279259.498300 40.568506 0.464197 -3.184616 -145.166361
DJI_0583.JPG 755472.340245 3279258.031474 40.530774 0.198856 -3.250329 -147.125754
DJI_0584.JPG 755473.606469 3279256.569323 40.445852 0.571638 -2.853708 -144.966477
DJI_0585.JPG 755474.901024 3279255.211479 40.332443 1.955345 -3.475161 -135.404771
DJI_0586.JPG 755476.232838 3279253.904469 40.281743 0.472822 -2.762444 -149.423777
DJI_0587.JPG 755477.567471 3279252.390738 40.181600 0.521600 -3.171792 -147.954429
DJI_0588.JPG 755478.955971 3279250.892010 40.227695 -0.057975 -2.368748 -149.987896
DJI_0589.JPG 755480.304047 3279249.419747 39.990439 0.074305 -2.576962 -149.316926
DJI_0590.JPG 755481.701879 3279248.089497 39.904903 0.443592 -2.252949 -149.731484
DJI_0591.JPG 755482.995653 3279246.467975 39.783046 0.068245 -2.741237 -148.981570
DJI_0592.JPG 755484.113152 3279244.763183 39.887319 1.836761 -3.963529 -129.237533
DJI_0593.JPG 755485.552708 3279243.568218 39.888323 1.351918 -3.652746 -133.630913
DJI_0594.JPG 755486.951160 3279242.004470 39.933356 1.784249 -3.400848 -133.301640
DJI_0595.JPG 755488.303733 3279240.574345 40.046154 1.896137 -3.328371 -132.841831
DJI_0596.JPG 755489.706315 3279239.157708 40.143923 1.952229 -3.319830 -132.349974
DJI_0597.JPG 755491.175973 3279237.786140 40.192847 2.082460 -2.870957 -132.445991
DJI_0598.JPG 755492.502246 3279236.441348 40.155410 2.119326 -2.789098 -132.137183
DJI_0599.JPG 755493.838361 3279235.058967 40.228270 2.439330 -2.664949 -130.876372
DJI_0600.JPG 755495.187397 3279233.652141 40.127425 2.306760 -2.833923 -130.865874
DJI_0601.JPG 755496.440542 3279232.337049 40.073066 2.236276 -3.037989 -131.170500
DJI_0602.JPG 755497.801504 3279230.958104 40.153869 2.123042 -2.776294 -132.258843
DJI_0603.JPG 755499.156780 3279229.606545 39.993246 2.208861 -2.747772 -131.195680
DJI_0604.JPG 755500.567272 3279228.259417 39.939687 2.135513 -2.757575 -132.208235
DJI_0605.JPG 755501.944799 3279226.961638 39.863074 1.592564 -2.472098 -137.606503
DJI_0606.JPG 755503.200217 3279225.531935 39.877129 2.643527 -2.899325 -125.767621
DJI_0607.JPG 755504.622467 3279224.188654 39.744054 2.715136 -2.908625 -124.569653
DJI_0608.JPG 755505.980373 3279222.889207 39.773392 2.583375 -2.783457 -125.842575
DJI_0609.JPG 755509.093531 3279219.730536 39.883156 3.065767 0.009027 -140.993322
DJI_0610.JPG 755510.444586 3279218.263539 39.924384 3.579669 -0.147270 -135.825180
DJI_0611.JPG 755511.777890 3279216.855780 40.003406 2.915283 -0.187311 -139.158475
