DJI_0001.JPG,755495.061769,3279284.605458,42.501870
DJI_0002.JPG,755496.567270,3279283.371196,42.588912
DJI_0003.JPG,755497.949032,3279282.033079,42.704217
DJI_0004.JPG,755499.178685,3279280.577709,42.716564
DJI_0005.JPG,755500.506267,3279279.121765,43.039742
DJI_0006.JPG,755501.810848,3279277.742948,43.012710
DJI_0007.JPG,755503.043837,3279276.434546,42.894254
DJI_0008.JPG,755504.299698,3279275.080970,42.725557
DJI_0009.JPG,755505.604101,3279273.619743,42.788509
DJI_0010.JPG,755506.958948,3279272.149523,42.676821
DJI_0011.JPG,755508.372981,3279270.627626,42.791717
DJI_0012.JPG,755509.729694,3279269.047600,42.705404
DJI_0013.JPG,755511.018919,3279267.401738,42.634252
DJI_0014.JPG,755512.510325,3279266.036229,42.573163
DJI_0015.JPG,755514.973906,3279263.360667,42.886552
DJI_0016.JPG,755516.288929,3279262.035125,42.845018
DJI_0017.JPG,755517.605993,3279260.624228,42.666556
DJI_0018.JPG,755519.018349,3279259.252630,42.470262
DJI_0019.JPG,755520.274191,3279257.858934,42.484016
DJI_0020.JPG,755521.462092,3279256.229058,42.384923
DJI_0021.JPG,755522.777934,3279254.986402,42.624839
DJI_0022.JPG,755524.271001,3279253.572086,42.742073
DJI_0023.JPG,755526.747280,3279250.690334,42.608760
DJI_0024.JPG,755527.977761,3279249.248205,42.588474
DJI_0025.JPG,755529.356426,3279247.843390,42.683596
DJI_0026.JPG,755530.665397,3279246.410188,42.471636
DJI_0027.JPG,755532.152757,3279245.155985,42.367491
DJI_0028.JPG,755533.486361,3279243.807910,42.477774
DJI_0029.JPG,755534.965932,3279242.522372,42.401901
DJI_0030.JPG,755539.240077,3279238.683760,42.809365
DJI_0031.JPG,755540.532308,3279237.190010,42.731599
DJI_0032.JPG,755541.847428,3279235.890905,42.684088
DJI_0033.JPG,755543.235877,3279234.308909,42.835165
DJI_0034.JPG,755544.522363,3279232.892888,43.050623
DJI_0035.JPG,755545.854923,3279231.649133,43.236475
DJI_0036.JPG,755548.548730,3279229.000427,43.100851
