x,y,z,sx,sy,sz
755515.09,3279232.92,32.50,0.0038,0.0038,0.0086
755514.42,3279231.06,32.51,0.0038,0.0040,0.0089
755523.36,3279242.60,32.56,0.0132,0.0150,0.0325
755519.85,3279236.61,32.52,0.0043,0.0048,0.0164
755517.63,3279233.02,32.44,0.0070,0.0080,0.0218
755519.11,3279234.56,32.60,0.0037,0.0045,0.0123
755524.19,3279240.99,32.54,0.0185,0.0124,0.0391
755523.90,3279239.99,32.55,0.0060,0.0054,0.0105
755522.74,3279237.99,32.58,0.0073,0.0076,0.0411
755520.05,3279233.83,32.55,0.0038,0.0063,0.0197
755518.22,3279230.99,32.56,0.0104,0.0183,0.0364
755517.40,3279229.54,32.46,0.0098,0.0206,0.0310
755521.89,3279236.00,32.59,0.0066,0.0061,0.0280
755526.03,3279240.41,32.63,0.0207,0.0135,0.0399
755524.81,3279238.47,32.52,0.0155,0.0053,0.0356
755522.75,3279235.24,32.54,0.0056,0.0049,0.0256
755524.10,3279237.24,32.44,0.0191,0.0081,0.0726
755522.36,3279234.63,32.60,0.0049,0.0056,0.0202
755519.24,3279229.79,32.54,0.0050,0.0205,0.0304
755525.28,3279238.94,32.56,0.0243,0.0078,0.0504
755521.37,3279232.96,32.56,0.0040,0.0082,0.0210
755520.45,3279231.47,32.48,0.0037,0.0099,0.0201
755512.94,3279235.33,32.48,0.0040,0.0040,0.0103
755512.32,3279234.98,32.52,0.0070,0.0067,0.0140
755512.66,3279234.47,32.50,0.0066,0.0065,0.0145
755513.19,3279234.95,32.49,0.0045,0.0045,0.0097
755511.99,3279234.54,32.52,0.0049,0.0040,0.0102
755512.20,3279235.58,32.59,0.0069,0.0079,0.0152
755513.73,3279232.41,32.49,0.0052,0.0052,0.0101
755512.05,3279233.55,32.48,0.0061,0.0052,0.0125
755511.60,3279234.00,32.51,0.0074,0.0059,0.0141
755511.28,3279233.63,32.50,0.0046,0.0044,0.0098
755512.06,3279234.29,32.50,0.0042,0.0042,0.0093
755514.13,3279236.69,32.50,0.0067,0.0072,0.0172
755515.46,3279238.73,32.61,0.0038,0.0036,0.0104
755511.23,3279232.73,32.49,0.0096,0.0095,0.0178
755514.44,3279236.19,32.49,0.0038,0.0038,0.0090
755522.19,3279241.46,32.59,0.0119,0.0096,0.0345
755510.68,3279234.14,32.57,0.0145,0.0116,0.0249
755512.68,3279235.11,32.49,0.0043,0.0041,0.0095
755516.24,3279241.27,32.58,0.0049,0.0052,0.0139
755510.58,3279233.19,32.51,0.0054,0.0054,0.0106
755516.67,3279241.86,32.60,0.0046,0.0055,0.0141
755514.09,3279235.72,32.49,0.0044,0.0044,0.0104
755520.74,3279237.91,32.55,0.0050,0.0043,0.0177
755516.49,3279231.30,32.57,0.0077,0.0180,0.0279
755519.51,3279235.79,32.55,0.0090,0.0128,0.0385
755517.90,3279232.08,32.59,0.0042,0.0118,0.0197
755517.66,3279230.46,32.42,0.0050,0.0165,0.0240
755518.35,3279235.68,32.51,0.0037,0.0036,0.0077
755517.47,3279233.39,32.52,0.0097,0.0039,0.0156
755517.53,3279232.48,32.50,0.0106,0.0040,0.0180
755510.81,3279236.34,32.56,0.0069,0.0070,0.0137
755512.61,3279238.37,32.54,0.0050,0.0050,0.0116
755511.60,3279236.87,32.60,0.0074,0.0068,0.0157
755511.32,3279236.99,32.57,0.0070,0.0080,0.0158
755513.51,3279236.83,32.59,0.0054,0.0059,0.0136
755511.44,3279237.89,32.60,0.0041,0.0040,0.0097
755512.64,3279237.79,32.58,0.0051,0.0055,0.0133
755511.30,3279237.13,32.56,0.0055,0.0056,0.0123
755510.91,3279236.30,32.59,0.0065,0.0061,0.0129
755524.10,3279243.15,32.58,0.0341,0.0206,0.0635
755512.99,3279238.44,32.59,0.0045,0.0045,0.0116
755510.65,3279236.02,32.59,0.0081,0.0077,0.0153
755510.08,3279235.32,32.59,0.0056,0.0049,0.0116
755510.96,3279236.24,32.60,0.0070,0.0060,0.0143
755511.19,3279237.68,32.61,0.0052,0.0053,0.0117
755512.61,3279238.37,32.54,0.0054,0.0054,0.0134
755511.67,3279237.56,32.54,0.0042,0.0047,0.0103
755518.23,3279234.19,32.62,0.0037,0.0125,0.0258
755515.30,3279242.95,32.59,0.0037,0.0037,0.0088
755513.10,3279240.83,32.57,0.0039,0.0040,0.0101
755511.42,3279237.33,32.55,0.0055,0.0061,0.0121
755512.84,3279239.01,32.61,0.0057,0.0054,0.0142
755515.53,3279241.78,32.58,0.0038,0.0038,0.0091
755518.05,3279244.23,32.59,0.0039,0.0042,0.0082
755520.28,3279240.26,32.55,0.0073,0.0044,0.0311
755515.42,3279232.03,32.51,0.0043,0.0046,0.0095
755515.97,3279230.52,32.41,0.0073,0.0270,0.0347
755520.94,3279236.74,32.54,0.0059,0.0051,0.0173
755513.11,3279232.39,32.50,0.0045,0.0045,0.0093
755514.66,3279231.49,32.52,0.0033,0.0034,0.0079
755520.16,3279235.06,32.54,0.0037,0.0039,0.0086
755518.54,3279230.80,32.42,0.0039,0.0040,0.0105
755519.90,3279232.79,32.46,0.0038,0.0039,0.0094
755520.85,3279232.89,32.54,0.0042,0.0039,0.0097
755509.16,3279238.01,32.57,0.0058,0.0066,0.0129
755508.60,3279236.62,32.57,0.0084,0.0070,0.0156
755509.44,3279236.76,32.56,0.0070,0.0072,0.0141
755509.43,3279237.65,32.56,0.0067,0.0064,0.0132
755508.52,3279238.07,32.56,0.0042,0.0040,0.0095
755511.03,3279238.98,32.56,0.0041,0.0043,0.0101
755508.39,3279236.66,32.60,0.0072,0.0063,0.0138
755509.30,3279238.59,32.56,0.0059,0.0060,0.0131
755516.43,3279246.73,32.60,0.0091,0.0116,0.0233
755511.31,3279238.60,32.54,0.0047,0.0048,0.0104
755508.84,3279236.26,32.55,0.0168,0.0091,0.0275
755509.70,3279240.06,32.56,0.0036,0.0035,0.0086
755508.75,3279238.39,32.55,0.0054,0.0052,0.0113
755510.03,3279239.62,32.57,0.0041,0.0042,0.0100
755511.55,3279239.92,32.56,0.0041,0.0041,0.0102
755517.74,3279248.12,32.59,0.0051,0.0056,0.0112
755515.46,3279244.74,32.58,0.0062,0.0079,0.0209
755512.12,3279239.87,32.56,0.0036,0.0037,0.0090
755512.40,3279234.76,32.51,0.0048,0.0046,0.0102
755517.64,3279240.65,32.60,0.0040,0.0038,0.0084
755508.98,3279236.70,32.56,0.0037,0.0037,0.0085
755517.74,3279240.58,32.57,0.0059,0.0065,0.0197
755516.98,3279233.75,32.57,0.0033,0.0035,0.0080
755517.39,3279242.13,32.57,0.0048,0.0061,0.0158
755518.26,3279239.27,32.53,0.0043,0.0035,0.0116
755522.12,3279239.44,32.54,0.0220,0.0071,0.0359
755506.94,3279239.22,32.55,0.0050,0.0050,0.0111
755508.23,3279239.50,32.57,0.0050,0.0052,0.0110
755507.27,3279239.63,32.56,0.0045,0.0046,0.0101
755508.82,3279239.85,32.57,0.0037,0.0036,0.0087
755508.78,3279240.05,32.57,0.0050,0.0050,0.0113
755509.05,3279239.96,32.56,0.0033,0.0034,0.0082
755513.42,3279236.80,32.62,0.0063,0.0078,0.0170
755518.45,3279248.91,32.65,0.0206,0.0179,0.0420
755507.69,3279239.22,32.57,0.0053,0.0059,0.0119
755505.12,3279239.82,32.56,0.0055,0.0043,0.0108
755507.57,3279239.04,32.57,0.0050,0.0047,0.0106
755515.42,3279239.90,32.66,0.0033,0.0033,0.0078
755507.42,3279239.78,32.57,0.0047,0.0050,0.0106
755509.13,3279240.19,32.56,0.0040,0.0041,0.0092
755516.63,3279247.01,32.63,0.0134,0.0101,0.0379
755518.03,3279248.46,32.64,0.0095,0.0083,0.0208
755508.56,3279239.92,32.57,0.0038,0.0040,0.0092
755507.49,3279239.63,32.56,0.0050,0.0050,0.0112
755509.33,3279240.05,32.57,0.0035,0.0037,0.0086
755512.35,3279244.27,32.60,0.0039,0.0040,0.0126
755506.20,3279239.85,32.61,0.0054,0.0046,0.0113
755509.24,3279240.29,32.57,0.0051,0.0059,0.0129
755508.33,3279240.60,32.59,0.0043,0.0044,0.0103
755508.61,3279241.06,32.59,0.0034,0.0036,0.0087
755513.93,3279251.11,32.65,0.0038,0.0144,0.0224
755507.23,3279242.47,32.61,0.0052,0.0036,0.0110
755513.17,3279249.83,32.67,0.0042,0.0121,0.0225
755505.57,3279240.14,32.56,0.0065,0.0055,0.0126
755512.68,3279248.83,32.63,0.0036,0.0052,0.0109
755514.52,3279251.15,32.66,0.0038,0.0132,0.0204
755507.80,3279242.53,32.62,0.0059,0.0039,0.0121
755505.50,3279239.33,32.60,0.0062,0.0050,0.0114
755508.61,3279243.11,32.60,0.0058,0.0039,0.0132
755509.24,3279243.99,32.55,0.0059,0.0037,0.0145
755513.06,3279248.74,32.58,0.0046,0.0117,0.0269
755509.47,3279243.26,32.55,0.0037,0.0037,0.0090
755506.45,3279238.50,32.55,0.0048,0.0048,0.0107
755508.84,3279241.51,32.57,0.0051,0.0054,0.0128
755515.82,3279250.34,32.71,0.0055,0.0163,0.0270
755515.03,3279249.30,32.66,0.0042,0.0064,0.0133
755509.04,3279241.26,32.57,0.0036,0.0036,0.0086
755509.51,3279241.58,32.57,0.0034,0.0035,0.0086
755512.36,3279244.57,32.64,0.0035,0.0035,0.0098
755513.06,3279245.03,32.58,0.0044,0.0044,0.0155
755514.62,3279246.64,32.64,0.0038,0.0042,0.0127
755507.84,3279237.58,32.55,0.0072,0.0074,0.0149
755514.97,3279245.86,32.62,0.0044,0.0048,0.0110
755516.31,3279246.00,32.63,0.0060,0.0055,0.0130
755514.28,3279242.56,32.59,0.0052,0.0050,0.0137
755516.42,3279245.10,32.62,0.0054,0.0039,0.0144
755518.35,3279244.18,32.55,0.0111,0.0074,0.0204
755517.40,3279240.48,32.63,0.0131,0.0074,0.0290
755508.72,3279244.29,32.56,0.0097,0.0054,0.0208
755507.81,3279242.72,32.53,0.0219,0.0040,0.0358
755509.50,3279244.86,32.56,0.0091,0.0076,0.0241
755506.99,3279241.44,32.58,0.0076,0.0037,0.0146
755506.18,3279240.03,32.58,0.0134,0.0046,0.0202
755510.31,3279244.33,32.48,0.0065,0.0042,0.0180
755512.09,3279246.49,32.49,0.0093,0.0166,0.0418
755512.41,3279246.69,32.57,0.0043,0.0115,0.0271
755513.32,3279246.85,32.56,0.0050,0.0102,0.0230
755516.31,3279248.50,32.64,0.0133,0.0205,0.0342
755517.21,3279240.28,32.62,0.0036,0.0036,0.0079
755519.80,3279243.98,32.64,0.0046,0.0041,0.0080
755504.56,3279241.07,32.55,0.0073,0.0053,0.0134
755511.14,3279251.08,32.63,0.0039,0.0058,0.0148
755506.40,3279243.99,32.63,0.0058,0.0039,0.0120
755512.00,3279252.65,32.60,0.0071,0.0133,0.0236
755512.42,3279253.31,32.58,0.0055,0.0125,0.0200
755504.70,3279241.31,32.56,0.0072,0.0043,0.0129
755504.63,3279240.64,32.58,0.0052,0.0041,0.0107
755506.14,3279242.99,32.58,0.0066,0.0050,0.0131
755507.62,3279245.30,32.62,0.0049,0.0037,0.0120
755511.65,3279251.40,32.64,0.0045,0.0086,0.0168
755509.76,3279248.41,32.61,0.0045,0.0046,0.0175
755512.24,3279252.26,32.63,0.0057,0.0089,0.0171
755505.99,3279242.39,32.66,0.0052,0.0047,0.0112
755511.01,3279248.50,32.61,0.0038,0.0043,0.0118
755512.99,3279250.88,32.71,0.0051,0.0083,0.0207
755509.22,3279244.84,32.60,0.0038,0.0038,0.0099
755510.52,3279244.20,32.57,0.0038,0.0043,0.0113
755511.47,3279245.24,32.58,0.0038,0.0038,0.0105
755511.63,3279244.37,32.63,0.0035,0.0036,0.0120
755511.39,3279243.08,32.62,0.0034,0.0036,0.0090
755515.97,3279246.70,32.64,0.0088,0.0038,0.0196
755509.09,3279247.40,32.60,0.0039,0.0038,0.0104
755507.19,3279244.18,32.61,0.0044,0.0040,0.0102
755507.33,3279242.40,32.62,0.0043,0.0082,0.0146
755512.27,3279250.13,32.64,0.0038,0.0073,0.0138
755511.74,3279248.39,32.60,0.0036,0.0039,0.0094
755507.96,3279242.10,32.60,0.0041,0.0043,0.0104
755513.23,3279249.75,32.59,0.0067,0.0052,0.0173
755514.20,3279251.03,32.69,0.0109,0.0074,0.0250
755513.06,3279248.74,32.71,0.0117,0.0045,0.0344
755512.76,3279247.66,32.57,0.0043,0.0045,0.0124
755513.10,3279248.13,32.63,0.0049,0.0064,0.0155
755510.74,3279249.94,32.63,0.0038,0.0070,0.0132
755505.58,3279241.23,32.58,0.0057,0.0051,0.0124
755509.71,3279247.46,32.66,0.0036,0.0047,0.0139
755510.15,3279248.04,32.58,0.0038,0.0045,0.0111
755508.12,3279243.24,32.62,0.0052,0.0041,0.0126
755510.80,3279247.24,32.68,0.0035,0.0039,0.0101
755513.84,3279251.59,32.67,0.0042,0.0077,0.0122
755512.99,3279249.70,32.58,0.0042,0.0066,0.0128
755514.09,3279250.40,32.67,0.0065,0.0117,0.0201
755513.61,3279249.38,32.63,0.0048,0.0050,0.0119
755506.90,3279237.98,32.55,0.0054,0.0063,0.0127
755513.46,3279248.30,32.68,0.0040,0.0050,0.0114
755514.79,3279249.28,32.70,0.0093,0.0138,0.0231
755516.88,3279247.84,32.60,0.0082,0.0080,0.0162
755518.59,3279243.69,32.62,0.0039,0.0039,0.0077
755511.60,3279252.58,32.60,0.0073,0.0088,0.0203
755513.16,3279253.21,32.59,0.0178,0.0329,0.0608
755508.54,3279250.49,32.59,0.0044,0.0049,0.0141
755512.12,3279253.14,32.61,0.0069,0.0078,0.0166
755510.00,3279250.74,32.60,0.0041,0.0063,0.0175
755509.97,3279251.06,32.59,0.0041,0.0053,0.0139
755507.13,3279247.93,32.58,0.0043,0.0040,0.0113
755518.12,3279249.70,32.64,0.0151,0.0075,0.0237
755511.82,3279253.65,32.59,0.0062,0.0111,0.0203
755510.86,3279252.30,32.60,0.0047,0.0073,0.0163
755509.81,3279251.69,32.59,0.0045,0.0061,0.0161
755515.59,3279246.66,32.62,0.0099,0.0040,0.0234
755511.65,3279253.52,32.60,0.0079,0.0139,0.0270
755502.92,3279243.55,32.58,0.0080,0.0063,0.0140
755517.20,3279248.69,32.63,0.0132,0.0055,0.0233
755506.36,3279247.46,32.57,0.0039,0.0036,0.0097
755512.59,3279252.81,32.56,0.0063,0.0079,0.0172
755511.59,3279254.30,32.60,0.0052,0.0154,0.0240
755508.84,3279250.89,32.59,0.0041,0.0048,0.0132
755511.01,3279253.45,32.63,0.0060,0.0141,0.0250
755503.49,3279244.21,32.61,0.0052,0.0036,0.0107
755504.99,3279246.15,32.57,0.0046,0.0039,0.0105
755504.82,3279245.64,32.58,0.0058,0.0058,0.0133
755504.67,3279245.43,32.57,0.0052,0.0042,0.0116
755507.20,3279248.49,32.60,0.0039,0.0038,0.0107
755504.23,3279244.73,32.60,0.0074,0.0077,0.0156
755504.47,3279244.91,32.61,0.0045,0.0036,0.0100
755507.34,3279248.29,32.65,0.0041,0.0037,0.0104
755508.20,3279249.08,32.59,0.0040,0.0040,0.0118
755505.68,3279245.94,32.59,0.0050,0.0044,0.0120
755509.15,3279249.57,32.64,0.0037,0.0038,0.0103
755503.87,3279242.13,32.60,0.0045,0.0037,0.0099
755507.49,3279246.33,32.50,0.0055,0.0037,0.0149
755505.16,3279242.78,32.59,0.0043,0.0040,0.0099
755507.26,3279245.32,32.66,0.0046,0.0039,0.0122
755513.78,3279253.37,32.70,0.0092,0.0118,0.0235
755505.59,3279242.91,32.61,0.0058,0.0045,0.0130
755509.12,3279247.21,32.64,0.0053,0.0038,0.0209
755508.38,3279245.98,32.63,0.0043,0.0038,0.0133
755506.58,3279243.61,32.55,0.0107,0.0080,0.0247
755514.21,3279252.89,32.71,0.0076,0.0131,0.0233
755511.89,3279249.76,32.59,0.0043,0.0046,0.0162
755510.72,3279248.23,32.61,0.0036,0.0037,0.0128
755505.21,3279240.78,32.54,0.0054,0.0052,0.0119
755514.72,3279252.50,32.73,0.0111,0.0101,0.0236
755514.71,3279252.16,32.69,0.0107,0.0094,0.0232
755511.21,3279247.33,32.64,0.0038,0.0037,0.0151
755509.87,3279243.60,32.56,0.0037,0.0044,0.0133
755515.40,3279250.64,32.69,0.0129,0.0103,0.0298
755513.87,3279248.60,32.60,0.0060,0.0048,0.0198
755513.17,3279247.52,32.58,0.0052,0.0041,0.0214
755515.65,3279250.67,32.65,0.0112,0.0088,0.0247
755513.11,3279246.30,32.69,0.0044,0.0038,0.0126
755510.95,3279242.54,32.58,0.0036,0.0044,0.0111
755501.39,3279244.63,32.56,0.0096,0.0103,0.0181
755502.17,3279244.86,32.56,0.0094,0.0052,0.0154
755507.06,3279249.68,32.57,0.0044,0.0044,0.0137
755509.06,3279252.23,32.60,0.0050,0.0129,0.0332
755502.49,3279245.43,32.54,0.0099,0.0101,0.0189
755503.16,3279243.73,32.56,0.0095,0.0118,0.0196
755502.71,3279244.54,32.56,0.0072,0.0074,0.0139
755502.68,3279244.02,32.55,0.0068,0.0044,0.0128
755510.69,3279251.61,32.60,0.0054,0.0052,0.0156
755505.18,3279248.21,32.59,0.0090,0.0062,0.0239
755501.88,3279245.24,32.55,0.0082,0.0065,0.0150
755510.64,3279251.99,32.59,0.0073,0.0077,0.0243
755506.74,3279248.86,32.57,0.0054,0.0053,0.0169
755510.94,3279253.89,32.61,0.0060,0.0078,0.0173
755505.39,3279248.13,32.57,0.0073,0.0079,0.0204
755505.75,3279247.22,32.60,0.0054,0.0059,0.0157
755504.50,3279246.83,32.57,0.0059,0.0069,0.0151
755510.72,3279254.21,32.73,0.0145,0.0736,0.1279
755503.32,3279245.33,32.59,0.0070,0.0083,0.0156
755508.30,3279248.40,32.62,0.0036,0.0036,0.0101
755512.76,3279253.89,32.60,0.0084,0.0088,0.0188
755503.43,3279246.90,32.59,0.0068,0.0052,0.0148
755508.99,3279254.39,32.65,0.0046,0.0167,0.0300
755510.07,3279255.65,32.65,0.0046,0.0248,0.0353
755503.65,3279246.95,32.59,0.0137,0.0097,0.0290
755505.62,3279249.19,32.59,0.0060,0.0039,0.0164
755502.05,3279244.62,32.53,0.0084,0.0093,0.0161
755502.72,3279245.46,32.56,0.0074,0.0082,0.0156
755507.29,3279250.72,32.64,0.0053,0.0053,0.0211
755505.90,3279248.92,32.61,0.0082,0.0059,0.0224
755507.92,3279251.22,32.63,0.0039,0.0044,0.0127
755510.65,3279254.44,32.59,0.0066,0.0112,0.0244
755509.20,3279252.29,32.57,0.0040,0.0064,0.0162
755508.54,3279251.23,32.58,0.0038,0.0042,0.0116
755505.11,3279245.60,32.59,0.0044,0.0043,0.0110
755511.57,3279252.36,32.59,0.0062,0.0061,0.0166
755513.13,3279254.28,32.63,0.0162,0.0162,0.0336
755510.30,3279250.36,32.57,0.0060,0.0044,0.0227
755505.30,3279243.36,32.65,0.0052,0.0061,0.0128
755505.30,3279242.79,32.60,0.0043,0.0061,0.0116
755507.79,3279245.98,32.70,0.0038,0.0044,0.0122
755505.68,3279243.09,32.61,0.0044,0.0062,0.0121
755505.74,3279242.58,32.61,0.0096,0.0168,0.0267
755509.24,3279247.01,32.65,0.0038,0.0040,0.0135
755511.23,3279246.64,32.57,0.0039,0.0038,0.0115
755511.10,3279246.35,32.60,0.0041,0.0044,0.0132
755507.66,3279241.61,32.64,0.0042,0.0123,0.0185
755515.70,3279252.13,32.66,0.0120,0.0088,0.0220
755515.08,3279251.18,32.74,0.0116,0.0080,0.0240
755513.95,3279249.55,32.63,0.0086,0.0047,0.0215
755508.43,3279245.00,32.64,0.0050,0.0043,0.0178
755509.02,3279244.70,32.62,0.0039,0.0037,0.0147
755510.80,3279247.09,32.63,0.0037,0.0056,0.0158
755510.34,3279245.61,32.63,0.0036,0.0040,0.0126
755500.61,3279244.75,32.55,0.0163,0.0128,0.0249
755511.02,3279253.46,32.63,0.0120,0.0095,0.0284
755501.28,3279244.95,32.54,0.0089,0.0084,0.0164
755507.24,3279248.88,32.57,0.0061,0.0074,0.0261
755512.01,3279254.54,32.63,0.0129,0.0099,0.0250
755504.22,3279251.15,32.52,0.0085,0.0047,0.0210
755501.11,3279246.66,32.62,0.0077,0.0053,0.0141
755507.32,3279255.46,32.47,0.0053,0.0213,0.0426
755507.72,3279255.96,32.58,0.0043,0.0085,0.0153
755505.78,3279253.22,32.53,0.0061,0.0075,0.0207
755506.35,3279254.06,32.47,0.0057,0.0093,0.0220
755508.32,3279256.58,32.52,0.0044,0.0148,0.0231
755505.12,3279251.98,32.55,0.0069,0.0056,0.0196
755503.71,3279249.40,32.45,0.0059,0.0037,0.0142
755508.76,3279255.94,32.54,0.0042,0.0120,0.0203
755506.97,3279253.31,32.59,0.0055,0.0092,0.0233
755509.52,3279256.97,32.54,0.0049,0.0181,0.0262
755506.30,3279252.21,32.56,0.0052,0.0057,0.0192
755509.42,3279256.28,32.73,0.0090,0.0151,0.0314
755503.35,3279247.36,32.57,0.0067,0.0052,0.0157
755508.35,3279253.77,32.62,0.0040,0.0057,0.0140
755510.29,3279255.82,32.70,0.0074,0.0102,0.0213
755510.22,3279255.67,32.56,0.0109,0.0239,0.0460
755508.49,3279251.73,32.64,0.0038,0.0043,0.0132
755509.99,3279254.00,32.65,0.0072,0.0076,0.0227
755509.63,3279252.35,32.64,0.0041,0.0046,0.0125
755504.36,3279244.12,32.68,0.0049,0.0065,0.0128
755509.11,3279249.14,32.60,0.0040,0.0040,0.0138
755509.58,3279249.19,32.61,0.0046,0.0041,0.0218
755506.00,3279243.33,32.67,0.0042,0.0085,0.0142
755507.29,3279245.17,32.53,0.0038,0.0087,0.0171
755513.88,3279253.44,32.68,0.0123,0.0092,0.0234
755513.00,3279252.02,32.69,0.0097,0.0063,0.0215
755512.43,3279251.04,32.59,0.0083,0.0054,0.0223
755511.05,3279248.76,32.60,0.0059,0.0041,0.0220
755508.96,3279245.52,32.72,0.0037,0.0071,0.0179
755511.27,3279249.10,32.66,0.0059,0.0040,0.0194
755508.06,3279244.06,32.67,0.0041,0.0118,0.0237
755507.30,3279258.59,32.60,0.0083,0.0135,0.0212
755501.80,3279245.25,32.57,0.0106,0.0175,0.0262
755512.15,3279254.81,32.63,0.0240,0.0144,0.0430
755504.79,3279255.30,32.67,0.0067,0.0105,0.0249
755499.50,3279246.28,32.55,0.0064,0.0055,0.0128
755509.17,3279248.80,32.61,0.0057,0.0058,0.0226
755505.65,3279256.65,32.63,0.0050,0.0114,0.0217
755500.31,3279248.84,32.65,0.0067,0.0044,0.0131
755503.91,3279254.04,32.67,0.0086,0.0083,0.0299
755502.24,3279251.34,32.67,0.0054,0.0037,0.0128
755499.09,3279246.74,32.57,0.0100,0.0080,0.0180
755502.03,3279250.72,32.59,0.0055,0.0038,0.0130
755499.19,3279246.46,32.57,0.0051,0.0048,0.0113
755500.87,3279248.92,32.57,0.0072,0.0050,0.0150
755502.91,3279251.71,32.67,0.0054,0.0038,0.0137
755502.63,3279250.61,32.65,0.0049,0.0038,0.0125
755506.30,3279255.70,32.64,0.0047,0.0116,0.0257
755507.70,3279257.66,32.68,0.0049,0.0165,0.0271
755500.88,3279247.69,32.60,0.0082,0.0058,0.0157
755503.50,3279251.49,32.67,0.0121,0.0048,0.0312
755504.73,3279252.89,32.62,0.0045,0.0042,0.0140
755506.07,3279254.27,32.60,0.0060,0.0115,0.0308
755506.23,3279254.33,32.68,0.0042,0.0056,0.0167
755502.12,3279248.21,32.64,0.0102,0.0101,0.0260
755505.28,3279252.27,32.68,0.0041,0.0042,0.0278
755508.50,3279256.34,32.62,0.0051,0.0115,0.0223
755505.71,3279251.96,32.69,0.0047,0.0043,0.0223
755506.89,3279253.83,32.61,0.0042,0.0072,0.0239
755504.64,3279250.14,32.63,0.0048,0.0041,0.0149
755502.46,3279245.97,32.60,0.0086,0.0115,0.0219
755503.44,3279247.33,32.55,0.0058,0.0073,0.0174
755508.12,3279253.25,32.57,0.0046,0.0043,0.0135
755504.93,3279248.31,32.57,0.0051,0.0097,0.0251
755509.36,3279254.82,32.67,0.0074,0.0113,0.0289
755505.62,3279248.66,32.57,0.0042,0.0059,0.0150
755506.52,3279249.70,32.59,0.0054,0.0072,0.0207
755508.04,3279251.41,32.67,0.0044,0.0041,0.0162
755507.97,3279250.54,32.58,0.0058,0.0052,0.0217
755510.06,3279251.96,32.61,0.0073,0.0044,0.0182
755507.75,3279247.03,32.68,0.0040,0.0085,0.0218
755505.07,3279257.31,32.57,0.0066,0.0060,0.0161
755504.72,3279256.51,32.56,0.0069,0.0062,0.0164
755503.79,3279255.78,32.57,0.0053,0.0074,0.0199
755503.42,3279255.60,32.57,0.0056,0.0078,0.0218
755504.30,3279256.11,32.57,0.0051,0.0053,0.0149
755498.04,3279248.06,32.57,0.0093,0.0072,0.0165
755502.86,3279255.56,32.60,0.0046,0.0048,0.0132
755501.19,3279253.30,32.57,0.0054,0.0057,0.0154
755506.35,3279258.64,32.58,0.0123,0.0109,0.0243
755500.87,3279252.85,32.57,0.0044,0.0044,0.0123
755504.90,3279258.83,32.57,0.0053,0.0113,0.0201
755507.71,3279258.52,32.63,0.0118,0.0071,0.0228
755504.22,3279257.23,32.56,0.0054,0.0085,0.0187
755499.65,3279251.24,32.58,0.0069,0.0058,0.0169
755506.33,3279259.00,32.59,0.0093,0.0107,0.0215
755507.33,3279258.96,32.58,0.0087,0.0125,0.0241
755504.84,3279257.18,32.58,0.0057,0.0052,0.0129
755498.88,3279247.09,32.57,0.0115,0.0095,0.0212
755501.82,3279253.22,32.61,0.0036,0.0036,0.0094
755503.74,3279257.12,32.60,0.0039,0.0041,0.0113
755501.43,3279253.61,32.61,0.0037,0.0036,0.0095
755504.28,3279257.70,32.57,0.0044,0.0063,0.0152
755501.21,3279253.23,32.57,0.0038,0.0037,0.0100
755503.67,3279256.71,32.55,0.0049,0.0066,0.0168
755502.56,3279254.82,32.58,0.0043,0.0041,0.0108
755499.23,3279249.97,32.62,0.0069,0.0047,0.0139
755500.97,3279252.45,32.55,0.0041,0.0040,0.0108
755502.30,3279254.32,32.58,0.0040,0.0040,0.0117
755504.86,3279257.71,32.57,0.0066,0.0109,0.0255
755498.33,3279248.19,32.59,0.0056,0.0062,0.0130
755497.89,3279247.46,32.58,0.0101,0.0098,0.0191
755506.02,3279259.11,32.59,0.0095,0.0107,0.0205
755498.60,3279248.07,32.56,0.0093,0.0083,0.0181
755504.77,3279256.95,32.57,0.0060,0.0053,0.0139
755503.86,3279255.40,32.62,0.0037,0.0039,0.0103
755503.08,3279254.10,32.60,0.0038,0.0038,0.0109
755498.74,3279247.75,32.59,0.0045,0.0058,0.0114
755505.65,3279257.60,32.57,0.0061,0.0063,0.0138
755505.37,3279256.75,32.60,0.0048,0.0070,0.0171
755506.09,3279257.74,32.58,0.0080,0.0082,0.0176
755501.23,3279249.59,32.59,0.0043,0.0058,0.0132
755506.57,3279256.54,32.56,0.0051,0.0116,0.0288
755506.69,3279256.71,32.66,0.0048,0.0094,0.0225
755507.80,3279258.21,32.64,0.0080,0.0155,0.0297
755504.08,3279252.57,32.60,0.0037,0.0037,0.0105
755506.53,3279256.07,32.59,0.0057,0.0058,0.0208
755502.25,3279248.60,32.61,0.0073,0.0223,0.0420
755506.24,3279254.24,32.64,0.0046,0.0043,0.0170
755507.71,3279256.09,32.68,0.0075,0.0061,0.0214
755505.09,3279252.05,32.63,0.0047,0.0041,0.0274
755502.46,3279248.04,32.65,0.0108,0.0187,0.0381
755506.40,3279253.83,32.68,0.0046,0.0054,0.0256
755507.03,3279254.69,32.64,0.0052,0.0060,0.0229
755508.13,3279256.29,32.64,0.0066,0.0100,0.0244
755503.75,3279249.61,32.63,0.0094,0.0171,0.0478
755508.73,3279257.05,32.67,0.0201,0.0279,0.0640
755508.47,3279254.25,32.62,0.0065,0.0052,0.0201
