x,y,z,sx,sy,sz
755466.82,3279250.50,32.61,0.0050,0.0055,0.0152
755461.65,3279252.51,32.61,0.0062,0.0063,0.0135
755461.73,3279248.49,32.56,0.0079,0.0082,0.0166
755467.83,3279256.74,32.60,0.0069,0.0064,0.0146
755467.52,3279255.44,32.59,0.0079,0.0057,0.0168
755460.68,3279253.37,32.58,0.0055,0.0054,0.0111
755459.28,3279250.07,32.60,0.0129,0.0137,0.0225
755467.48,3279256.32,32.59,0.0069,0.0062,0.0152
755459.86,3279250.35,32.55,0.0094,0.0085,0.0169
755460.99,3279253.08,32.60,0.0055,0.0058,0.0113
755459.16,3279250.73,32.57,0.0108,0.0089,0.0185
755466.39,3279255.11,32.59,0.0091,0.0066,0.0251
755465.90,3279254.55,32.59,0.0142,0.0087,0.0486
755460.04,3279250.80,32.58,0.0062,0.0067,0.0126
755460.44,3279252.14,32.60,0.0058,0.0057,0.0114
755467.29,3279256.77,32.65,0.0066,0.0065,0.0148
755460.92,3279253.34,32.58,0.0098,0.0074,0.0239
755466.35,3279255.77,32.60,0.0054,0.0055,0.0137
755461.00,3279251.64,32.59,0.0055,0.0056,0.0108
755466.26,3279255.70,32.65,0.0056,0.0072,0.0144
755459.73,3279251.90,32.60,0.0051,0.0052,0.0118
755466.96,3279256.37,32.69,0.0080,0.0107,0.0191
755467.31,3279254.59,32.59,0.0060,0.0048,0.0134
755460.73,3279251.53,32.60,0.0056,0.0056,0.0112
755459.67,3279250.86,32.59,0.0053,0.0052,0.0112
755460.83,3279252.86,32.59,0.0064,0.0064,0.0134
755460.39,3279250.20,32.57,0.0058,0.0060,0.0113
755460.54,3279252.95,32.59,0.0058,0.0057,0.0116
755460.12,3279252.00,32.60,0.0059,0.0057,0.0114
755460.76,3279252.60,32.61,0.0058,0.0058,0.0116
755468.22,3279256.33,32.60,0.0137,0.0091,0.0249
755461.15,3279254.49,32.64,0.0064,0.0050,0.0136
755461.51,3279255.11,32.61,0.0059,0.0051,0.0130
755462.22,3279256.27,32.62,0.0053,0.0058,0.0135
755463.57,3279258.61,32.57,0.0048,0.0088,0.0148
755462.94,3279257.48,32.56,0.0050,0.0073,0.0142
755462.44,3279256.48,32.60,0.0056,0.0068,0.0152
755462.49,3279256.48,32.64,0.0052,0.0060,0.0136
755463.67,3279258.51,32.59,0.0048,0.0091,0.0153
755462.86,3279257.04,32.65,0.0066,0.0111,0.0222
755461.63,3279254.99,32.55,0.0061,0.0052,0.0144
755463.95,3279258.67,32.64,0.0047,0.0081,0.0136
755459.90,3279251.73,32.60,0.0052,0.0056,0.0111
755461.93,3279255.25,32.55,0.0067,0.0059,0.0173
755462.19,3279255.26,32.64,0.0048,0.0049,0.0100
755460.99,3279253.18,32.58,0.0058,0.0051,0.0118
755459.41,3279250.29,32.59,0.0085,0.0069,0.0143
755463.96,3279257.28,32.57,0.0047,0.0072,0.0147
755462.74,3279255.12,32.57,0.0050,0.0050,0.0127
755464.61,3279258.31,32.63,0.0057,0.0120,0.0229
755463.46,3279256.13,32.56,0.0048,0.0063,0.0180
755463.86,3279256.79,32.63,0.0053,0.0105,0.0233
755462.83,3279254.95,32.64,0.0049,0.0050,0.0128
755464.54,3279257.95,32.58,0.0049,0.0082,0.0158
755463.29,3279255.66,32.64,0.0050,0.0058,0.0168
755462.44,3279254.17,32.55,0.0052,0.0048,0.0145
755465.00,3279258.43,32.62,0.0051,0.0088,0.0157
755461.71,3279252.09,32.59,0.0056,0.0057,0.0118
755460.28,3279249.53,32.58,0.0070,0.0079,0.0135
755465.58,3279257.92,32.56,0.0054,0.0085,0.0160
755464.50,3279255.80,32.63,0.0047,0.0056,0.0135
755464.86,3279256.44,32.56,0.0049,0.0061,0.0144
755465.19,3279256.90,32.60,0.0050,0.0069,0.0148
755466.22,3279257.46,32.61,0.0058,0.0087,0.0169
755465.15,3279254.91,32.59,0.0049,0.0048,0.0107
755466.92,3279257.34,32.60,0.0064,0.0070,0.0149
755465.97,3279255.39,32.67,0.0060,0.0078,0.0163
755464.51,3279252.68,32.60,0.0052,0.0051,0.0107
755464.93,3279252.97,32.60,0.0076,0.0070,0.0184
755466.60,3279255.23,32.64,0.0122,0.0116,0.0275
755464.35,3279250.96,32.60,0.0047,0.0059,0.0128
755467.45,3279254.93,32.62,0.0077,0.0053,0.0167
755461.42,3279254.95,32.64,0.0054,0.0051,0.0111
755461.88,3279255.47,32.63,0.0051,0.0050,0.0104
755461.73,3279254.42,32.60,0.0051,0.0049,0.0106
755463.68,3279253.78,32.62,0.0047,0.0047,0.0102
755464.14,3279254.28,32.60,0.0047,0.0048,0.0106
755459.58,3279252.19,32.60,0.0071,0.0079,0.0152
755459.29,3279255.01,32.59,0.0067,0.0049,0.0133
755459.75,3279253.93,32.59,0.0048,0.0050,0.0097
755458.11,3279251.64,32.60,0.0119,0.0083,0.0187
755458.95,3279254.50,32.59,0.0050,0.0051,0.0088
755457.75,3279251.99,32.59,0.0065,0.0058,0.0112
755459.12,3279254.46,32.60,0.0049,0.0051,0.0089
755458.54,3279251.81,32.58,0.0083,0.0100,0.0182
755458.25,3279251.50,32.59,0.0181,0.0157,0.0308
755459.66,3279252.77,32.59,0.0058,0.0059,0.0124
755457.95,3279252.85,32.59,0.0060,0.0064,0.0113
755459.34,3279254.70,32.59,0.0050,0.0051,0.0090
755458.78,3279252.51,32.59,0.0059,0.0057,0.0114
755458.53,3279253.10,32.59,0.0059,0.0061,0.0112
755459.49,3279252.80,32.59,0.0055,0.0056,0.0107
755458.90,3279252.15,32.60,0.0107,0.0078,0.0187
755459.58,3279254.25,32.58,0.0062,0.0062,0.0129
755460.87,3279250.40,32.59,0.0051,0.0052,0.0095
755460.09,3279253.68,32.59,0.0051,0.0052,0.0093
755459.45,3279253.97,32.59,0.0052,0.0053,0.0094
755457.80,3279252.08,32.58,0.0063,0.0061,0.0108
755459.76,3279256.08,32.57,0.0083,0.0056,0.0179
755461.76,3279259.39,32.62,0.0051,0.0084,0.0150
755462.30,3279260.34,32.58,0.0049,0.0093,0.0147
755457.80,3279252.63,32.59,0.0076,0.0080,0.0143
755460.42,3279256.97,32.64,0.0067,0.0062,0.0179
755461.37,3279258.45,32.63,0.0053,0.0073,0.0154
755460.81,3279257.55,32.56,0.0065,0.0077,0.0220
755461.42,3279258.45,32.59,0.0054,0.0079,0.0173
755460.90,3279257.49,32.62,0.0056,0.0062,0.0144
755461.87,3279259.07,32.65,0.0051,0.0087,0.0167
755462.50,3279260.17,32.60,0.0050,0.0098,0.0158
755458.62,3279253.45,32.60,0.0060,0.0065,0.0118
755460.23,3279256.24,32.61,0.0077,0.0058,0.0180
755459.93,3279255.53,32.64,0.0061,0.0049,0.0130
755457.98,3279252.07,32.58,0.0063,0.0063,0.0117
755458.86,3279253.20,32.59,0.0063,0.0062,0.0126
755459.12,3279253.27,32.59,0.0059,0.0059,0.0109
755460.86,3279256.06,32.56,0.0049,0.0049,0.0094
755459.99,3279254.46,32.59,0.0053,0.0060,0.0138
755463.54,3279259.91,32.59,0.0051,0.0091,0.0152
755461.92,3279257.00,32.62,0.0049,0.0057,0.0154
755462.83,3279258.56,32.59,0.0048,0.0071,0.0143
755462.95,3279258.03,32.56,0.0049,0.0068,0.0149
755463.78,3279258.40,32.57,0.0066,0.0088,0.0216
755464.20,3279259.15,32.59,0.0053,0.0080,0.0147
755463.62,3279258.02,32.63,0.0050,0.0068,0.0145
755462.82,3279256.42,32.60,0.0047,0.0052,0.0136
755460.92,3279250.95,32.60,0.0051,0.0051,0.0096
755463.53,3279255.72,32.64,0.0053,0.0050,0.0160
755464.91,3279258.22,32.59,0.0067,0.0074,0.0168
755465.15,3279258.62,32.58,0.0079,0.0110,0.0221
755464.58,3279257.53,32.59,0.0060,0.0068,0.0167
755463.22,3279254.89,32.63,0.0050,0.0050,0.0169
755465.80,3279257.75,32.56,0.0069,0.0070,0.0163
755463.03,3279252.48,32.61,0.0050,0.0051,0.0100
755465.40,3279256.86,32.65,0.0063,0.0056,0.0145
755466.15,3279258.22,32.58,0.0084,0.0073,0.0169
755462.04,3279252.07,32.60,0.0056,0.0057,0.0125
755463.22,3279255.12,32.61,0.0053,0.0059,0.0157
755463.64,3279255.35,32.62,0.0047,0.0053,0.0109
755464.85,3279255.53,32.63,0.0058,0.0059,0.0119
755463.49,3279252.90,32.59,0.0048,0.0049,0.0094
755463.89,3279251.07,32.60,0.0053,0.0054,0.0114
755464.94,3279252.02,32.60,0.0057,0.0055,0.0128
755464.76,3279249.48,32.59,0.0047,0.0049,0.0105
755458.94,3279254.61,32.59,0.0066,0.0075,0.0164
755458.27,3279253.37,32.60,0.0050,0.0051,0.0093
755458.80,3279252.74,32.59,0.0050,0.0051,0.0091
755460.24,3279254.05,32.59,0.0076,0.0106,0.0212
755462.28,3279253.78,32.59,0.0075,0.0112,0.0216
755457.81,3279256.16,32.60,0.0057,0.0067,0.0118
755457.18,3279255.08,32.60,0.0055,0.0059,0.0099
755461.71,3279260.36,32.55,0.0069,0.0066,0.0151
755457.11,3279255.20,32.60,0.0050,0.0055,0.0088
755462.19,3279261.00,32.54,0.0103,0.0107,0.0227
755460.24,3279260.18,32.56,0.0049,0.0049,0.0100
755462.38,3279260.84,32.54,0.0084,0.0080,0.0176
755460.67,3279259.84,32.56,0.0070,0.0072,0.0178
755461.46,3279260.07,32.55,0.0053,0.0051,0.0108
755460.43,3279259.21,32.56,0.0048,0.0047,0.0094
755458.81,3279255.77,32.59,0.0058,0.0066,0.0132
755458.38,3279255.47,32.59,0.0065,0.0068,0.0145
755459.67,3279258.34,32.57,0.0051,0.0050,0.0107
755459.50,3279258.00,32.57,0.0051,0.0051,0.0109
755458.49,3279256.08,32.59,0.0066,0.0068,0.0148
755457.95,3279256.50,32.58,0.0048,0.0050,0.0086
755458.46,3279257.13,32.59,0.0048,0.0049,0.0085
755462.24,3279260.60,32.55,0.0081,0.0079,0.0175
755458.69,3279257.57,32.59,0.0050,0.0053,0.0098
755457.60,3279255.34,32.60,0.0054,0.0059,0.0100
755458.64,3279257.87,32.58,0.0047,0.0048,0.0084
755460.64,3279261.29,32.56,0.0052,0.0050,0.0103
755460.93,3279261.58,32.56,0.0049,0.0050,0.0101
755456.43,3279253.72,32.59,0.0051,0.0056,0.0089
755456.63,3279254.07,32.58,0.0076,0.0081,0.0138
755459.20,3279258.35,32.57,0.0049,0.0049,0.0093
755456.60,3279252.76,32.59,0.0060,0.0065,0.0105
755460.78,3279259.52,32.56,0.0049,0.0052,0.0104
755460.57,3279258.98,32.57,0.0051,0.0050,0.0106
755462.00,3279261.42,32.55,0.0053,0.0053,0.0108
755457.79,3279253.66,32.59,0.0056,0.0064,0.0109
755460.16,3279257.50,32.60,0.0048,0.0048,0.0089
755461.41,3279259.40,32.55,0.0051,0.0050,0.0112
755457.46,3279252.29,32.59,0.0097,0.0108,0.0213
755460.68,3279257.82,32.59,0.0048,0.0048,0.0101
755459.53,3279255.75,32.56,0.0051,0.0051,0.0106
755463.06,3279259.96,32.57,0.0056,0.0052,0.0114
755461.07,3279256.22,32.59,0.0048,0.0049,0.0105
755461.59,3279257.19,32.59,0.0049,0.0048,0.0103
755460.52,3279255.14,32.57,0.0048,0.0052,0.0101
755462.16,3279258.08,32.58,0.0051,0.0050,0.0116
755457.00,3279256.99,32.58,0.0066,0.0106,0.0227
755455.74,3279257.94,32.59,0.0050,0.0055,0.0091
755462.90,3279261.94,32.53,0.0125,0.0083,0.0235
755456.63,3279257.47,32.60,0.0054,0.0072,0.0130
755457.60,3279256.98,32.59,0.0071,0.0129,0.0284
755455.65,3279257.01,32.58,0.0089,0.0136,0.0247
755454.57,3279258.12,32.59,0.0071,0.0077,0.0148
755462.43,3279262.08,32.52,0.0092,0.0072,0.0188
755455.57,3279255.68,32.60,0.0086,0.0160,0.0235
755453.27,3279256.25,32.63,0.0084,0.0095,0.0148
755456.80,3279255.03,32.60,0.0060,0.0062,0.0110
755456.49,3279255.05,32.59,0.0078,0.0084,0.0149
755456.12,3279256.05,32.60,0.0052,0.0069,0.0106
755454.66,3279257.70,32.59,0.0062,0.0071,0.0127
755463.31,3279262.20,32.52,0.0142,0.0092,0.0247
755455.15,3279258.68,32.59,0.0050,0.0053,0.0085
755454.55,3279258.44,32.59,0.0061,0.0064,0.0118
755454.64,3279254.88,32.66,0.0057,0.0070,0.0103
755453.51,3279256.02,32.61,0.0073,0.0084,0.0128
755458.41,3279258.06,32.61,0.0049,0.0053,0.0108
755462.40,3279262.73,32.52,0.0077,0.0069,0.0157
755461.61,3279261.95,32.52,0.0078,0.0068,0.0182
755455.13,3279256.02,32.60,0.0055,0.0068,0.0103
755454.57,3279258.69,32.59,0.0056,0.0058,0.0101
755456.76,3279253.66,32.61,0.0055,0.0063,0.0107
755455.52,3279255.19,32.65,0.0050,0.0059,0.0088
755455.31,3279254.93,32.59,0.0051,0.0062,0.0091
755454.08,3279256.70,32.59,0.0064,0.0077,0.0124
755453.91,3279255.67,32.62,0.0065,0.0079,0.0116
755454.53,3279257.49,32.59,0.0057,0.0061,0.0102
755456.18,3279254.99,32.59,0.0063,0.0068,0.0113
755453.85,3279256.55,32.57,0.0067,0.0085,0.0124
755459.26,3279259.99,32.56,0.0053,0.0049,0.0129
755457.77,3279257.75,32.59,0.0050,0.0060,0.0131
755455.72,3279254.34,32.61,0.0064,0.0064,0.0111
755454.11,3279257.45,32.58,0.0057,0.0061,0.0103
755453.20,3279256.55,32.57,0.0057,0.0067,0.0096
755456.26,3279261.81,32.54,0.0062,0.0063,0.0149
755457.42,3279263.79,32.54,0.0051,0.0075,0.0136
755458.15,3279265.08,32.46,0.0057,0.0181,0.0253
755452.77,3279255.61,32.67,0.0092,0.0074,0.0133
755456.43,3279262.04,32.54,0.0064,0.0069,0.0167
755456.74,3279262.52,32.58,0.0053,0.0062,0.0128
755458.02,3279264.62,32.51,0.0050,0.0089,0.0149
755455.85,3279260.72,32.61,0.0062,0.0052,0.0132
755454.95,3279259.20,32.59,0.0054,0.0054,0.0097
755455.58,3279260.26,32.54,0.0061,0.0049,0.0125
755456.89,3279262.15,32.58,0.0058,0.0071,0.0187
755455.92,3279260.43,32.53,0.0067,0.0052,0.0160
755456.31,3279261.07,32.56,0.0061,0.0056,0.0148
755458.12,3279264.12,32.50,0.0052,0.0105,0.0176
755458.69,3279265.12,32.50,0.0050,0.0092,0.0145
755457.98,3279263.38,32.55,0.0049,0.0056,0.0115
755456.52,3279259.89,32.62,0.0056,0.0049,0.0145
755458.80,3279263.97,32.48,0.0054,0.0116,0.0225
755457.08,3279260.81,32.58,0.0054,0.0053,0.0143
755456.33,3279259.44,32.60,0.0058,0.0049,0.0153
755457.72,3279261.90,32.54,0.0049,0.0058,0.0135
755458.55,3279263.26,32.48,0.0049,0.0071,0.0141
755459.00,3279263.57,32.54,0.0051,0.0082,0.0161
755458.19,3279262.04,32.57,0.0050,0.0070,0.0163
755458.65,3279262.88,32.54,0.0052,0.0088,0.0209
755456.72,3279259.40,32.56,0.0054,0.0048,0.0128
755457.49,3279260.70,32.51,0.0050,0.0051,0.0150
755459.88,3279264.29,32.52,0.0057,0.0109,0.0186
755458.48,3279261.03,32.58,0.0048,0.0053,0.0137
755458.84,3279261.74,32.49,0.0048,0.0060,0.0144
755460.26,3279264.07,32.53,0.0057,0.0095,0.0166
755459.44,3279262.58,32.56,0.0052,0.0076,0.0172
755457.20,3279258.01,32.58,0.0048,0.0051,0.0095
755459.77,3279262.58,32.53,0.0051,0.0062,0.0138
755459.89,3279262.82,32.57,0.0063,0.0055,0.0144
755460.57,3279263.92,32.51,0.0057,0.0080,0.0148
755458.13,3279258.96,32.57,0.0048,0.0049,0.0106
755461.18,3279263.56,32.53,0.0129,0.0139,0.0317
755459.52,3279260.36,32.56,0.0052,0.0048,0.0120
755459.15,3279256.49,32.61,0.0049,0.0065,0.0140
755459.15,3279255.77,32.59,0.0055,0.0056,0.0125
755459.49,3279255.16,32.59,0.0048,0.0050,0.0090
755453.33,3279258.62,32.59,0.0054,0.0057,0.0086
755453.34,3279260.21,32.59,0.0050,0.0051,0.0068
755452.94,3279258.49,32.59,0.0058,0.0065,0.0096
755454.00,3279259.47,32.59,0.0055,0.0058,0.0097
755453.41,3279259.21,32.60,0.0049,0.0051,0.0068
755452.86,3279259.68,32.60,0.0050,0.0051,0.0071
755452.32,3279257.36,32.60,0.0062,0.0065,0.0105
755453.53,3279259.04,32.59,0.0054,0.0056,0.0089
755453.51,3279259.97,32.60,0.0050,0.0052,0.0072
755453.07,3279258.82,32.59,0.0049,0.0051,0.0067
755452.38,3279257.31,32.59,0.0055,0.0064,0.0091
755453.69,3279258.60,32.59,0.0054,0.0056,0.0092
755454.50,3279259.41,32.59,0.0054,0.0056,0.0098
755455.74,3279258.81,32.65,0.0051,0.0059,0.0136
755454.14,3279261.98,32.59,0.0064,0.0052,0.0132
755451.06,3279256.66,32.55,0.0103,0.0083,0.0145
755456.65,3279265.97,32.55,0.0050,0.0087,0.0146
755455.61,3279264.16,32.54,0.0054,0.0071,0.0154
755456.37,3279265.42,32.55,0.0050,0.0085,0.0158
755451.87,3279257.63,32.63,0.0057,0.0067,0.0095
755453.71,3279260.56,32.59,0.0060,0.0067,0.0121
755454.43,3279261.82,32.57,0.0065,0.0052,0.0147
755453.75,3279260.59,32.61,0.0053,0.0056,0.0091
755455.64,3279263.85,32.55,0.0053,0.0063,0.0135
755456.42,3279265.17,32.56,0.0050,0.0082,0.0158
755454.86,3279262.40,32.53,0.0057,0.0052,0.0129
755455.22,3279262.50,32.55,0.0055,0.0053,0.0151
755457.00,3279264.93,32.54,0.0049,0.0072,0.0137
755456.99,3279264.02,32.52,0.0049,0.0064,0.0136
755456.42,3279262.84,32.59,0.0049,0.0055,0.0133
755455.26,3279260.68,32.56,0.0055,0.0049,0.0129
755456.17,3279262.27,32.54,0.0050,0.0052,0.0138
755457.62,3279264.79,32.53,0.0050,0.0072,0.0140
755455.01,3279259.26,32.59,0.0050,0.0051,0.0082
755457.48,3279262.42,32.55,0.0049,0.0053,0.0144
755456.14,3279259.98,32.55,0.0055,0.0055,0.0189
755457.39,3279261.83,32.61,0.0048,0.0047,0.0090
755459.33,3279265.18,32.54,0.0064,0.0083,0.0161
755458.08,3279261.75,32.54,0.0051,0.0047,0.0096
755460.11,3279264.90,32.55,0.0066,0.0073,0.0145
755458.66,3279262.20,32.57,0.0053,0.0052,0.0145
755458.16,3279261.03,32.53,0.0050,0.0047,0.0139
755460.41,3279262.84,32.59,0.0071,0.0057,0.0154
755460.53,3279263.12,32.57,0.0073,0.0060,0.0159
755461.60,3279263.95,32.53,0.0080,0.0062,0.0147
755452.00,3279259.97,32.59,0.0060,0.0064,0.0101
755451.47,3279260.87,32.60,0.0055,0.0055,0.0082
755455.45,3279267.23,32.60,0.0062,0.0067,0.0121
755456.06,3279267.36,32.59,0.0057,0.0065,0.0113
755451.56,3279261.04,32.60,0.0051,0.0052,0.0069
755452.64,3279263.05,32.60,0.0049,0.0049,0.0063
755454.47,3279266.19,32.60,0.0069,0.0073,0.0143
755450.91,3279259.50,32.57,0.0064,0.0066,0.0098
755455.06,3279266.45,32.60,0.0055,0.0055,0.0091
755451.81,3279260.77,32.59,0.0054,0.0055,0.0081
755451.95,3279261.54,32.59,0.0050,0.0050,0.0062
755452.31,3279261.34,32.59,0.0057,0.0058,0.0090
755455.09,3279266.56,32.59,0.0056,0.0056,0.0093
755451.97,3279261.77,32.60,0.0052,0.0053,0.0073
755455.59,3279267.79,32.61,0.0063,0.0071,0.0123
755451.66,3279259.96,32.60,0.0066,0.0073,0.0111
755453.36,3279260.81,32.59,0.0049,0.0050,0.0069
755451.28,3279260.87,32.60,0.0052,0.0052,0.0070
755456.44,3279266.40,32.59,0.0051,0.0057,0.0101
755456.29,3279267.71,32.60,0.0053,0.0058,0.0093
755454.63,3279266.74,32.60,0.0052,0.0053,0.0083
755450.61,3279259.31,32.59,0.0072,0.0075,0.0118
755457.02,3279266.87,32.61,0.0052,0.0057,0.0097
755456.49,3279265.74,32.61,0.0050,0.0052,0.0092
755453.22,3279263.29,32.60,0.0058,0.0057,0.0096
755454.10,3279265.82,32.60,0.0049,0.0050,0.0071
755452.57,3279261.91,32.60,0.0050,0.0050,0.0065
755452.64,3279261.32,32.59,0.0050,0.0050,0.0067
755452.78,3279263.26,32.60,0.0051,0.0051,0.0073
755455.73,3279268.03,32.60,0.0079,0.0098,0.0170
755457.33,3279266.75,32.63,0.0053,0.0056,0.0096
755456.28,3279267.31,32.60,0.0052,0.0057,0.0093
755449.87,3279258.16,32.63,0.0344,0.0250,0.0485
755451.70,3279258.21,32.61,0.0053,0.0055,0.0077
755451.19,3279260.07,32.58,0.0053,0.0053,0.0072
755454.73,3279266.84,32.59,0.0053,0.0055,0.0087
755453.73,3279265.22,32.60,0.0063,0.0074,0.0182
755454.95,3279266.90,32.59,0.0056,0.0057,0.0094
755450.50,3279258.97,32.67,0.0063,0.0062,0.0093
755451.91,3279261.32,32.59,0.0053,0.0054,0.0077
755453.23,3279263.45,32.60,0.0050,0.0050,0.0070
755453.25,3279263.35,32.61,0.0061,0.0061,0.0136
755455.71,3279267.62,32.60,0.0060,0.0064,0.0113
755451.35,3279259.74,32.59,0.0055,0.0057,0.0078
755453.74,3279263.72,32.61,0.0048,0.0048,0.0062
755453.32,3279262.47,32.60,0.0050,0.0050,0.0072
755454.58,3279264.62,32.65,0.0049,0.0050,0.0084
755455.64,3279266.28,32.60,0.0049,0.0050,0.0079
755453.98,3279263.27,32.61,0.0049,0.0048,0.0082
755455.33,3279265.16,32.59,0.0055,0.0056,0.0119
755451.90,3279258.76,32.57,0.0054,0.0057,0.0080
755455.85,3279265.55,32.64,0.0049,0.0052,0.0091
755455.44,3279264.66,32.62,0.0054,0.0085,0.0251
755454.93,3279263.54,32.56,0.0050,0.0050,0.0111
755453.53,3279260.75,32.59,0.0051,0.0051,0.0079
755456.79,3279264.87,32.62,0.0054,0.0068,0.0167
755457.83,3279266.79,32.61,0.0063,0.0086,0.0155
755455.41,3279262.37,32.61,0.0049,0.0048,0.0143
755457.40,3279265.94,32.54,0.0059,0.0083,0.0169
755456.62,3279264.25,32.55,0.0050,0.0056,0.0140
755458.20,3279266.07,32.52,0.0063,0.0079,0.0155
755453.31,3279256.35,32.60,0.0051,0.0055,0.0081
755457.39,3279263.59,32.59,0.0060,0.0055,0.0181
755456.07,3279261.07,32.58,0.0048,0.0051,0.0136
755457.62,3279263.85,32.64,0.0058,0.0055,0.0156
755458.74,3279265.90,32.60,0.0067,0.0069,0.0141
755459.81,3279265.76,32.61,0.0123,0.0091,0.0224
755456.48,3279259.25,32.62,0.0049,0.0066,0.0138
755458.53,3279262.56,32.54,0.0088,0.0048,0.0207
755454.44,3279266.84,32.59,0.0076,0.0081,0.0167
755450.97,3279261.13,32.59,0.0053,0.0053,0.0073
755453.96,3279268.77,32.54,0.0095,0.0384,0.0617
755454.21,3279267.43,32.60,0.0052,0.0054,0.0088
755450.79,3279260.92,32.59,0.0053,0.0053,0.0072
755450.67,3279262.63,32.60,0.0055,0.0054,0.0078
755457.50,3279267.38,32.61,0.0067,0.0071,0.0138
755450.18,3279262.65,32.60,0.0053,0.0052,0.0068
755451.65,3279264.84,32.61,0.0052,0.0052,0.0071
755453.33,3279265.95,32.60,0.0050,0.0052,0.0088
755452.30,3279263.29,32.59,0.0054,0.0054,0.0083
755450.85,3279263.24,32.59,0.0054,0.0053,0.0074
755453.49,3279266.16,32.59,0.0064,0.0079,0.0219
755450.00,3279260.02,32.59,0.0057,0.0058,0.0079
755453.73,3279265.70,32.60,0.0050,0.0050,0.0073
755456.02,3279268.42,32.63,0.0086,0.0094,0.0178
755453.58,3279266.22,32.60,0.0062,0.0066,0.0155
755454.27,3279260.19,32.59,0.0048,0.0049,0.0066
755449.68,3279259.83,32.62,0.0060,0.0061,0.0088
755450.71,3279261.37,32.60,0.0052,0.0051,0.0066
755456.89,3279268.02,32.61,0.0064,0.0070,0.0126
755454.37,3279268.63,32.64,0.0052,0.0062,0.0096
755450.06,3279259.73,32.60,0.0054,0.0057,0.0079
755449.84,3279260.44,32.63,0.0067,0.0067,0.0119
755451.62,3279261.32,32.58,0.0051,0.0052,0.0068
755450.78,3279260.08,32.58,0.0058,0.0062,0.0093
755451.22,3279263.83,32.59,0.0052,0.0051,0.0067
755450.24,3279259.45,32.61,0.0054,0.0055,0.0074
755449.47,3279261.25,32.62,0.0054,0.0054,0.0071
755454.58,3279267.95,32.60,0.0053,0.0058,0.0095
755452.36,3279263.24,32.60,0.0050,0.0049,0.0065
755450.90,3279263.44,32.60,0.0055,0.0055,0.0081
755449.76,3279262.09,32.59,0.0055,0.0054,0.0071
755452.99,3279267.52,32.65,0.0052,0.0056,0.0087
755450.70,3279263.62,32.59,0.0052,0.0051,0.0066
755453.35,3279267.90,32.64,0.0052,0.0057,0.0090
755448.50,3279259.50,32.65,0.0106,0.0087,0.0150
755452.37,3279265.87,32.62,0.0060,0.0060,0.0153
755451.53,3279264.41,32.60,0.0051,0.0051,0.0065
755449.86,3279260.78,32.63,0.0070,0.0078,0.0135
755450.40,3279261.32,32.59,0.0054,0.0053,0.0071
755449.74,3279259.98,32.62,0.0058,0.0058,0.0087
755454.95,3279268.89,32.61,0.0057,0.0067,0.0111
755450.44,3279260.00,32.62,0.0058,0.0062,0.0098
755454.47,3279267.10,32.61,0.0058,0.0059,0.0110
755454.59,3279267.16,32.60,0.0070,0.0077,0.0154
755452.41,3279263.24,32.61,0.0050,0.0049,0.0064
755453.69,3279265.30,32.60,0.0050,0.0050,0.0077
755452.08,3279258.35,32.58,0.0054,0.0057,0.0081
755454.96,3279263.04,32.62,0.0050,0.0049,0.0350
755455.83,3279264.64,32.64,0.0056,0.0058,0.0193
755454.64,3279262.36,32.57,0.0049,0.0050,0.0087
755453.81,3279260.70,32.59,0.0049,0.0052,0.0074
755454.73,3279261.11,32.58,0.0048,0.0048,0.0068
755455.59,3279261.71,32.55,0.0052,0.0056,0.0135
755456.47,3279263.38,32.64,0.0059,0.0048,0.0145
755456.76,3279263.94,32.58,0.0083,0.0052,0.0226
755457.83,3279265.63,32.63,0.0071,0.0057,0.0143
755458.37,3279266.63,32.64,0.0141,0.0087,0.0253
755454.79,3279259.42,32.59,0.0051,0.0052,0.0083
755448.42,3279259.43,32.55,0.0076,0.0064,0.0114
755454.87,3279262.90,32.60,0.0051,0.0050,0.0075
755453.55,3279269.99,32.79,0.0072,0.0117,0.0209
755453.52,3279270.17,32.80,0.0073,0.0131,0.0225
755447.91,3279261.49,32.70,0.0061,0.0058,0.0087
755450.38,3279266.78,32.76,0.0063,0.0058,0.0125
755449.85,3279262.60,32.59,0.0058,0.0056,0.0084
755449.89,3279262.91,32.60,0.0059,0.0057,0.0094
755453.12,3279269.51,32.80,0.0070,0.0103,0.0178
755447.68,3279261.76,32.69,0.0063,0.0059,0.0091
755457.05,3279268.25,32.59,0.0156,0.0127,0.0308
755451.54,3279267.85,32.77,0.0059,0.0066,0.0124
755452.08,3279268.95,32.82,0.0073,0.0120,0.0227
755448.01,3279262.27,32.63,0.0132,0.0116,0.0231
755452.48,3279269.64,32.75,0.0055,0.0088,0.0142
755448.40,3279262.11,32.63,0.0059,0.0056,0.0080
755448.50,3279260.96,32.69,0.0058,0.0057,0.0081
755452.60,3279268.75,32.74,0.0060,0.0071,0.0125
755452.12,3279268.38,32.75,0.0079,0.0105,0.0223
755453.01,3279263.53,32.60,0.0052,0.0051,0.0080
755451.49,3279261.87,32.59,0.0051,0.0051,0.0069
755456.03,3279266.37,32.59,0.0065,0.0054,0.0139
755451.21,3279267.56,32.77,0.0057,0.0062,0.0110
755456.31,3279268.91,32.61,0.0099,0.0087,0.0186
