imageName longitude latitude altitude Omega Phi Kappa
DJI_0074.JPG -96.36152131 29.61724468 42.03846919 -3.11966764 1.58163435 61.84365663
DJI_0075.JPG -96.36153380 29.61725650 41.96651953 -3.06266547 1.25986322 64.14106597
DJI_0076.JPG -96.36154666 29.61726974 41.67901384 -3.23573876 1.62054130 63.29430823
DJI_0077.JPG -96.36156068 29.61728208 41.66125947 -3.00588656 1.91203147 62.20430100
DJI_0078.JPG -96.36157397 29.61729357 41.77572105 -3.22768663 1.95119737 62.77247425
DJI_0079.JPG -96.36158827 29.61730550 41.93327147 -3.08537563 1.87523225 62.29672136
DJI_0080.JPG -96.36160172 29.61731853 41.86452055 -3.12667955 2.00378381 62.35132344
DJI_0081.JPG -96.36161451 29.61733098 42.05504566 -3.06419356 2.18279775 62.17623265
DJI_0082.JPG -96.36162779 29.61734443 42.09647011 -2.94218311 1.77507172 62.28230625
DJI_0083.JPG -96.36164121 29.61735684 42.25848496 -2.44973562 2.85993570 62.11607523
DJI_0084.JPG -96.36165556 29.61736930 42.62613456 -2.20931323 2.46247409 62.86783040
DJI_0085.JPG -96.36167685 29.61735641 42.84378627 -1.10765824 2.72431311 -109.55391746
DJI_0086.JPG -96.36166701 29.61734256 43.19417884 0.44615382 1.50856969 -146.71728280
DJI_0087.JPG -96.36165367 29.61733006 43.28889597 0.56491221 -0.05873876 -146.77421225
DJI_0088.JPG -96.36164014 29.61731669 43.43740857 0.92929632 -1.22069774 -146.73089187
DJI_0089.JPG -96.36162698 29.61730396 43.54101599 0.73638056 -0.83610115 -147.20700105
DJI_0090.JPG -96.36161321 29.61729146 43.49427533 1.11841197 -2.27746760 -147.20949513
DJI_0091.JPG -96.36160010 29.61727702 43.57327546 0.77225490 -2.84286820 -147.80307409
DJI_0092.JPG -96.36158641 29.61726615 43.44973160 0.89595792 -2.65847615 -148.01082879
DJI_0093.JPG -96.36157233 29.61725438 43.49319881 0.95972267 -2.52329186 -148.84759317
DJI_0094.JPG -96.36155946 29.61724104 43.50468266 0.45118321 -2.66210708 -148.97482302
DJI_0095.JPG -96.36154650 29.61722751 43.57340058 0.45922738 -3.30624361 -148.91321535
DJI_0096.JPG -96.36153366 29.61721569 43.46811829 0.28611239 -2.67416008 -149.77008480
DJI_0097.JPG -96.36152032 29.61720270 43.48384305 0.23711913 -2.78911958 -148.91380582
DJI_0098.JPG -96.36150704 29.61718985 43.44020508 0.36904812 -2.87719483 -149.59585397
DJI_0099.JPG -96.36149450 29.61717696 43.35388414 0.28068917 -3.04564684 -149.49121050
DJI_0100.JPG -96.36148119 29.61716323 43.53484097 0.76278381 -3.25021890 -149.38836848
DJI_0101.JPG -96.36146734 29.61715029 43.72110286 0.41111755 -3.71582190 -148.98064008
DJI_0102.JPG -96.36143932 29.61712614 43.94142918 0.65677170 -3.02116144 -149.44577037
DJI_0103.JPG -96.36141113 29.61710068 43.90132001 0.60110820 -3.42866883 -149.93206163
DJI_0104.JPG -96.36139881 29.61708794 43.83201289 -0.01098790 -3.40487455 -149.96726602
DJI_0105.JPG -96.36138542 29.61707482 43.69696518 -0.16875927 -3.23383404 -149.99764878
DJI_0106.JPG -96.36137095 29.61706105 43.59865730 0.14987686 -2.64249957 -150.49059548
DJI_0107.JPG -96.36135675 29.61704798 43.41562115 0.05171483 -2.01793022 -150.31443835
DJI_0108.JPG -96.36134379 29.61703567 43.22590118 0.14851729 -2.60136210 -150.87944298
DJI_0109.JPG -96.36133043 29.61702211 43.29171916 -0.13457886 -2.31815137 -150.07629873
DJI_0110.JPG -96.36131650 29.61700970 43.34794341 0.18941744 -2.05708301 -150.44023461
DJI_0111.JPG -96.36130399 29.61699637 43.36664740 -0.28214154 -2.38259646 -150.03984157
DJI_0112.JPG -96.36129085 29.61698451 43.22566192 0.03139266 -2.09571565 -150.61175551
DJI_0113.JPG -96.36127792 29.61697049 43.28956543 -0.03916314 -2.42600623 -150.49113687
DJI_0114.JPG -96.36126304 29.61695894 43.43698092 0.11279459 -2.13434252 -150.91010394
DJI_0115.JPG -96.36124959 29.61694582 43.39121414 -0.11373412 -2.29065181 -150.64707191
DJI_0116.JPG -96.36123582 29.61693293 43.51444514 -0.17115326 -2.40935069 -150.74283806
DJI_0117.JPG -96.36120825 29.61690784 43.41156742 -0.42773416 -2.54565675 -150.68720614
DJI_0118.JPG -96.36119340 29.61689734 43.21071473 -0.00273534 -2.48104001 -150.95750376
DJI_0119.JPG -96.36117981 29.61688439 43.13053093 0.66989868 -2.15170419 -150.06853295
DJI_0120.JPG -96.36116596 29.61687223 43.14743713 0.07438946 -1.93579824 -151.32434148
DJI_0121.JPG -96.36115323 29.61685957 43.14100421 0.51098438 -2.00388893 -150.76809046
DJI_0122.JPG -96.36114120 29.61684470 43.05730014 -0.29444961 -1.85519964 -151.35643307
DJI_0123.JPG -96.36112736 29.61683165 43.10475775 -0.06335278 -1.79667063 -150.99522196
DJI_0124.JPG -96.36111281 29.61681833 43.01313202 0.09835242 -2.08514104 -150.73745033
DJI_0125.JPG -96.36109898 29.61680566 42.97669187 -0.23675688 -1.43914593 -151.45928855
DJI_0126.JPG -96.36108609 29.61679261 43.03552096 0.04599561 -1.68836957 -151.20789332
DJI_0127.JPG -96.36107414 29.61677909 43.10587065 0.04597872 -1.52672263 -150.44207376
DJI_0128.JPG -96.36106018 29.61676701 43.22534735 0.05071113 -1.66469503 -150.94245052
DJI_0129.JPG -96.36104660 29.61675374 43.39735374 0.06060769 -1.28225281 -151.74124552
DJI_0130.JPG -96.36103367 29.61674061 43.41921845 0.43301905 -1.77570561 -151.31570591
DJI_0131.JPG -96.36102075 29.61672784 43.40933812 0.26327177 -2.08128226 -151.18308199
DJI_0132.JPG -96.36100840 29.61671508 43.36974713 -0.22468939 -2.61167474 -150.92046542
DJI_0133.JPG -96.36102670 29.61670002 43.34390994 -0.43273758 -3.56313801 59.30466037
DJI_0134.JPG -96.36104115 29.61670991 43.41070066 -1.07138187 -1.58467528 57.30948342
DJI_0135.JPG -96.36105529 29.61672345 43.44247314 -1.40851515 0.14588853 57.82564826
DJI_0136.JPG -96.36106768 29.61673691 43.29354024 -2.04361872 1.16958733 57.28420006
DJI_0137.JPG -96.36109658 29.61676110 43.16142864 -2.44974031 1.95538666 58.57114092
DJI_0138.JPG -96.36111129 29.61677377 43.23965089 -2.78942363 2.45599980 57.51313323
DJI_0139.JPG -96.36112432 29.61678836 43.27369700 -2.97811289 2.42882231 59.97926199
DJI_0140.JPG -96.36113710 29.61680059 43.33431685 -3.12928459 2.94260959 59.71365271
DJI_0141.JPG -96.36115144 29.61681386 43.26564778 -3.09779456 2.98098812 59.99944108
DJI_0142.JPG -96.36116635 29.61682726 43.27433157 -2.99412709 2.88950894 60.42681109
DJI_0143.JPG -96.36117843 29.61684043 43.09504377 -3.27341904 3.06226942 60.48140420
DJI_0144.JPG -96.36119364 29.61685267 43.15557747 -3.29542797 3.08858428 59.89348309
DJI_0145.JPG -96.36120725 29.61686498 43.30552357 -2.91198566 3.01528329 57.63383781
DJI_0146.JPG -96.36122015 29.61687761 43.21939506 -3.19005981 2.95503351 59.00382016
DJI_0147.JPG -96.36123318 29.61689183 43.10332670 -2.87966518 2.74512037 60.84890036
DJI_0148.JPG -96.36124733 29.61690393 43.01068396 -3.10962799 2.82299580 61.46173576
DJI_0149.JPG -96.36126104 29.61691775 42.98909355 -3.47809540 2.84308887 60.73276329
DJI_0150.JPG -96.36127554 29.61693004 42.93107184 -2.93242394 2.46834412 60.24996499
DJI_0151.JPG -96.36128792 29.61694412 42.83662507 -2.83442882 2.70971567 60.67255895
DJI_0152.JPG -96.36130140 29.61695765 42.93565999 -2.74890981 2.46580053 58.78652107
DJI_0153.JPG -96.36131276 29.61697075 42.96133839 -2.58077745 2.34180058 60.71518904
DJI_0154.JPG -96.36132648 29.61698339 42.73005361 -2.56749702 2.37743624 60.48229850
DJI_0155.JPG -96.36133922 29.61699745 42.74342814 -2.41547631 2.45998831 59.91242852
DJI_0156.JPG -96.36135143 29.61700982 42.61544661 -2.41615711 2.05393148 63.15402444
DJI_0157.JPG -96.36136550 29.61702178 42.47785653 -2.49281204 2.04578727 63.00952820
DJI_0158.JPG -96.36137956 29.61703422 42.41999939 -2.45968647 1.97053243 63.13511074
DJI_0159.JPG -96.36139218 29.61704714 42.33116577 -2.42429701 1.84561928 63.35384199
DJI_0160.JPG -96.36140684 29.61705992 42.34472459 -2.59211228 2.09204741 62.56238849
DJI_0161.JPG -96.36142029 29.61707321 42.59331837 -2.87370393 2.11218401 61.72838509
DJI_0162.JPG -96.36143448 29.61708666 42.63279976 -2.61318516 1.72569074 62.10709254
DJI_0163.JPG -96.36144765 29.61709979 42.54462884 -2.51259046 1.70311659 63.18683918
DJI_0164.JPG -96.36146289 29.61711126 42.59757027 -2.49716476 1.79188927 62.00370151
DJI_0165.JPG -96.36147637 29.61712368 42.55797924 -2.50177570 1.63119505 58.97276860
DJI_0166.JPG -96.36148722 29.61713618 42.72410003 -2.24467737 1.65233808 58.23447868
DJI_0167.JPG -96.36149848 29.61714904 43.06994258 -1.87714710 1.74541652 63.27706305
DJI_0168.JPG -96.36151240 29.61716238 43.13795537 -1.95933377 1.63002248 62.65447222
DJI_0169.JPG -96.36152552 29.61717537 43.20931499 -2.02867639 1.48819266 63.48708362
DJI_0170.JPG -96.36153969 29.61718949 43.23630900 -2.04076639 1.66589788 62.37627856
DJI_0171.JPG -96.36155436 29.61720271 43.34785160 -2.35669295 1.55655225 62.48681926
DJI_0172.JPG -96.36156900 29.61721611 43.51725910 -1.87632667 2.25658783 62.32068116
DJI_0173.JPG -96.36158314 29.61722864 43.54725239 -2.04604726 1.73302498 61.72917068
DJI_0174.JPG -96.36159728 29.61724215 43.54456542 -2.29001395 3.51314231 37.29686106
DJI_0175.JPG -96.36161040 29.61725495 43.37953193 -1.86387495 3.29653630 35.58091577
DJI_0176.JPG -96.36162264 29.61726772 43.25650257 -1.80985962 3.37137654 36.31445637
DJI_0177.JPG -96.36163560 29.61728066 43.10901335 -1.50547532 3.19023586 36.25717288
DJI_0178.JPG -96.36164764 29.61729410 43.29465690 -1.33977267 2.39986107 54.76925743
DJI_0179.JPG -96.36166178 29.61730643 43.14904835 -1.36795937 2.13098554 58.42819832
DJI_0180.JPG -96.36167603 29.61731971 42.98606763 -1.51594069 2.13583186 58.95755712
DJI_0181.JPG -96.36168958 29.61733309 42.82874272 -1.82114993 1.68001668 64.37561895
DJI_0182.JPG -96.36170390 29.61734479 42.78090287 -1.31765635 1.47487092 64.13821727
DJI_0183.JPG -96.36172425 29.61732982 42.87023224 -0.71909626 3.64635469 -122.51994138
DJI_0184.JPG -96.36171294 29.61731789 43.09108516 -0.03663587 2.37655548 -145.56602399
DJI_0185.JPG -96.36169869 29.61730478 42.94172264 0.51622585 0.27521570 -145.28040639
DJI_0186.JPG -96.36168611 29.61729081 42.75075882 0.36962014 -0.10621112 -147.48678354
DJI_0187.JPG -96.36167317 29.61727818 42.75239963 0.22952274 -0.85013060 -147.60136844
DJI_0188.JPG -96.36165966 29.61726455 42.96029417 0.74887063 -1.73065776 -147.54821571
DJI_0189.JPG -96.36164596 29.61725188 43.06239250 0.81404590 -2.34831734 -147.37868033
DJI_0190.JPG -96.36163314 29.61723793 43.38078724 0.00450838 -2.60685024 -147.68701658
DJI_0191.JPG -96.36161827 29.61722620 43.40555972 0.76681813 -2.64511743 -148.29206552
DJI_0192.JPG -96.36160580 29.61721332 43.33762550 0.44758664 -2.84186306 -148.68304987
DJI_0193.JPG -96.36159212 29.61719917 43.15986861 0.31881888 -3.24035281 -148.65626535
DJI_0194.JPG -96.36157847 29.61718619 43.06515707 0.28490473 -2.76066757 -149.36608581
DJI_0195.JPG -96.36156511 29.61717313 43.18690018 0.52820182 -3.07119257 -148.94417129
DJI_0196.JPG -96.36155161 29.61715933 43.32774950 0.25385915 -2.87800036 -149.13874717
DJI_0197.JPG -96.36153788 29.61714614 43.46416902 0.21817761 -3.19891874 -149.64989398
DJI_0198.JPG -96.36152399 29.61713416 43.46558446 0.19794928 -2.78419715 -149.56414653
DJI_0199.JPG -96.36150933 29.61712132 43.56578407 0.60812290 -3.50377340 -149.12308662
DJI_0200.JPG -96.36149654 29.61710831 43.74931127 -0.03949727 -3.16803369 -149.38651357
DJI_0201.JPG -96.36148147 29.61709543 43.64255167 0.50665597 -3.44280879 -149.75597708
DJI_0202.JPG -96.36146807 29.61708263 43.59855557 -0.15893122 -2.99326312 -149.92569928
DJI_0203.JPG -96.36145456 29.61706929 43.64418423 0.16403655 -3.06581377 -149.77608760
DJI_0204.JPG -96.36144001 29.61705678 43.56547200 0.55061663 -2.41710468 -150.40988730
DJI_0205.JPG -96.36142833 29.61704365 43.56933250 -0.00402948 -2.64739133 -150.57618103
DJI_0206.JPG -96.36141452 29.61703020 43.48647348 0.36834239 -2.40914583 -150.45026488
DJI_0207.JPG -96.36140155 29.61701805 43.59693985 0.41517387 -2.50202707 -150.62178352
DJI_0208.JPG -96.36138742 29.61700470 43.64866493 0.32068772 -2.57147862 -150.60920477
DJI_0209.JPG -96.36137414 29.61699240 43.76461424 0.45143128 -2.57070224 -150.20281614
DJI_0210.JPG -96.36136070 29.61697978 43.77704861 0.34522940 -2.60885854 -150.38040789
DJI_0211.JPG -96.36134589 29.61696722 43.72624670 0.64534700 -2.43947864 -150.77346966
DJI_0212.JPG -96.36133341 29.61695404 43.66563549 0.60263564 -2.28222613 -151.11688265
DJI_0213.JPG -96.36132009 29.61694102 43.50019383 0.10604043 -2.30344072 -150.36739123
DJI_0214.JPG -96.36130537 29.61692809 43.55784125 0.49070825 -2.51056929 -150.10765464
DJI_0215.JPG -96.36129150 29.61691505 43.64395923 -0.10365227 -2.49953539 -150.45341479
DJI_0216.JPG -96.36127732 29.61690233 43.52451838 0.42385798 -2.67389959 -149.84887137
DJI_0217.JPG -96.36126288 29.61689048 43.49626537 0.46232002 -1.91440810 -150.69439508
DJI_0218.JPG -96.36124863 29.61687705 43.49957631 0.10596612 -1.96434147 -150.40144480
DJI_0219.JPG -96.36123537 29.61686416 43.49821293 0.30563787 -2.26286424 -150.46050273
DJI_0220.JPG -96.36122183 29.61685078 43.78146982 0.75700491 -2.54105388 -150.67936603
DJI_0221.JPG -96.36120868 29.61683816 43.77581954 0.23625985 -2.03513060 -150.81802503
DJI_0222.JPG -96.36118140 29.61681161 44.04320246 0.39887718 -2.59496034 -150.61679175
DJI_0223.JPG -96.36116774 29.61679855 43.92670849 0.54580646 -2.18568069 -150.62069019
DJI_0224.JPG -96.36115471 29.61678569 43.76147551 0.14049067 -1.98285609 -150.87360658
DJI_0225.JPG -96.36114131 29.61677232 43.61192426 0.52504621 -2.48030837 -150.79113081
DJI_0226.JPG -96.36112855 29.61675906 43.70165292 0.32011971 -2.57296791 -150.57629494
DJI_0227.JPG -96.36111538 29.61674677 43.84773039 0.16648472 -2.51142834 -150.32103572
DJI_0228.JPG -96.36110160 29.61673444 43.99016524 0.32917461 -2.30447663 -150.80446377
DJI_0229.JPG -96.36108939 29.61672114 43.78862632 -0.13913685 -2.28407328 -150.48361963
DJI_0230.JPG -96.36107630 29.61670870 43.58746795 0.16172738 -2.13761694 -151.19403869
DJI_0231.JPG -96.36106249 29.61669461 43.54717028 -0.03439824 -2.25823786 -150.43996411
DJI_0232.JPG -96.36104853 29.61668212 43.59408309 0.39164877 -2.53971913 -150.86191918
DJI_0233.JPG -96.36106686 29.61666480 43.57931018 -0.49191483 -3.10338383 56.31331644
DJI_0234.JPG -96.36108153 29.61667618 43.74326273 -1.40041886 -0.72233007 53.37097922
DJI_0235.JPG -96.36109310 29.61669038 43.59302924 -2.02924453 1.11902805 54.53615654
DJI_0236.JPG -96.36110689 29.61670344 43.33414990 -2.54591306 1.65616159 57.85490064
DJI_0237.JPG -96.36112128 29.61671637 43.01902932 -2.96594902 2.12407272 58.94846765
DJI_0238.JPG -96.36113542 29.61672909 43.07797418 -2.72530463 2.26563443 58.73489778
DJI_0239.JPG -96.36114976 29.61674137 43.20031692 -2.38905478 2.55093772 58.18437254
DJI_0240.JPG -96.36116347 29.61675440 43.30367982 -2.74098595 2.53460217 59.37773573
DJI_0241.JPG -96.36117849 29.61676711 43.26554970 -2.80082430 2.68204789 59.08248972
DJI_0242.JPG -96.36119109 29.61677993 43.15839480 -2.85683550 3.03874418 59.57763403
DJI_0243.JPG -96.36120608 29.61679228 43.08166546 -3.27673889 3.00445058 60.17193923
DJI_0244.JPG -96.36122073 29.61680524 43.13113542 -3.01179296 2.76204616 59.26340392
DJI_0245.JPG -96.36123524 29.61681849 43.29753723 -2.58101586 3.27480447 55.97374906
DJI_0246.JPG -96.36124904 29.61683196 43.44421795 -2.65575197 3.15091094 56.20718296
DJI_0247.JPG -96.36126194 29.61684453 43.53585517 -2.61652081 3.14602366 55.93230963
DJI_0248.JPG -96.36127499 29.61685771 44.39291169 -2.68917672 2.93641390 56.33292091
DJI_0249.JPG -96.36130163 29.61688430 43.48937434 -2.52446671 2.92605960 53.64624388
DJI_0250.JPG -96.36131407 29.61689745 43.42216196 -2.47458487 3.00715173 59.00392038
DJI_0251.JPG -96.36133041 29.61691055 43.37722418 -2.30746917 2.74945112 52.39353193
DJI_0252.JPG -96.36134414 29.61692419 43.35419655 -2.22962893 2.70205331 53.03029773
DJI_0253.JPG -96.36135718 29.61693506 43.27523705 -2.37891623 2.70062752 56.29845756
DJI_0254.JPG -96.36137217 29.61694891 43.22339766 -2.61000252 2.57225298 57.05159373
DJI_0255.JPG -96.36138550 29.61696100 43.31296123 -2.43668920 2.55701248 56.66359214
DJI_0256.JPG -96.36139954 29.61697381 43.41583114 -2.57906291 2.95482349 54.64708234
DJI_0257.JPG -96.36141343 29.61698769 43.47605242 -2.58204448 2.86379996 54.97001732
DJI_0258.JPG -96.36142797 29.61700031 43.32883971 -1.84407113 3.19693579 49.08681060
DJI_0259.JPG -96.36143930 29.61701292 43.41288997 -2.06798656 2.98920831 51.77522951
DJI_0260.JPG -96.36145383 29.61702553 43.27195314 -2.04585012 2.88783373 51.86339186
DJI_0261.JPG -96.36146690 29.61703870 43.30522195 -2.06352626 2.85768687 55.12159627
DJI_0262.JPG -96.36148140 29.61705145 43.48769245 -2.04762544 2.57151692 52.29222337
DJI_0263.JPG -96.36149332 29.61706404 43.28609224 -2.05506395 2.49537967 52.14229867
DJI_0264.JPG -96.36152069 29.61709014 43.07810791 -1.95623618 2.46700549 50.84493797
DJI_0265.JPG -96.36153403 29.61710280 42.97694932 -0.63334359 2.36824975 39.78773033
DJI_0266.JPG -96.36154774 29.61711650 43.08783740 -1.14573989 2.44236013 43.45672598
DJI_0267.JPG -96.36156030 29.61712930 43.13533159 -1.11478033 2.47495130 43.65066589
DJI_0268.JPG -96.36157455 29.61714306 43.07922641 -0.47130740 2.41645870 35.90056824
DJI_0269.JPG -96.36158751 29.61715598 43.16259066 -0.68912369 2.50515631 38.03295753
DJI_0270.JPG -96.36160043 29.61716875 43.24574384 -0.46541170 2.79664711 38.67030039
DJI_0271.JPG -96.36161508 29.61718219 43.21846529 -0.58791615 2.66877159 37.75794826
DJI_0272.JPG -96.36162937 29.61719660 43.17778164 -0.59222555 2.62018451 36.98259547
DJI_0273.JPG -96.36164209 29.61720955 43.14948695 -0.66724446 2.40483768 37.42787890
DJI_0274.JPG -96.36165594 29.61722142 43.25995235 -1.05765830 2.66313623 37.00495268
DJI_0275.JPG -96.36166994 29.61723356 43.29395040 -0.87915694 2.73789627 36.76042252
DJI_0276.JPG -96.36168414 29.61724749 43.15930920 -0.82516588 3.05554359 39.55916236
DJI_0277.JPG -96.36169636 29.61726049 43.07881000 -1.42556928 2.35868559 59.40667621
DJI_0278.JPG -96.36171008 29.61727278 42.97783330 -1.78227741 2.09821806 59.78405643
DJI_0279.JPG -96.36172343 29.61728638 42.65085049 -1.82635710 2.13235080 63.09880692
DJI_0280.JPG -96.36173716 29.61729735 42.61442417 -1.88708054 2.13057969 62.44194789
DJI_0281.JPG -96.36175206 29.61731043 42.54793765 -1.97247744 1.37443957 64.02796411
DJI_0282.JPG -96.36177350 29.61729481 42.36187271 -2.23948322 2.76983112 -144.79472421
DJI_0283.JPG -96.36176100 29.61728274 42.43486439 -0.75269337 1.07525626 -146.33583233
DJI_0284.JPG -96.36174816 29.61727056 42.65146835 -0.45305885 0.16322667 -146.63920638
DJI_0285.JPG -96.36173399 29.61725532 42.88927556 0.41385165 -2.03217235 -135.58952415
DJI_0286.JPG -96.36172063 29.61724306 42.99222368 -0.11210296 -1.88163976 -145.99916070
