DJI_0001.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0647573, -0.0604874, -0.715746, 0.100927, 0.178305, 0.0488912
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0371535, 0.159491, -0.295207, 0.0417525, 0.0558243, -1.63683e-05
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.00830825, 0.0417819, 0.21324, -0.0634022, 0.0138462, -0.011736
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0953588, 0.00688628, -0.31923, 0.0560353, 0.0905094, 0.00424193
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.14253, -0.0151922, 0.465641, -0.0736402, -0.136652, -0.00871794
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0132052, 0.0141183, -0.0231274, 0.0522881, -0.0123611, -0.00126114
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0257706, -0.0400116, 0.0256087, 0.00597199, 0.000541956, 0.0135348
-0.270443, 0.0647573, -0.0371535, -0.00830825, 0.0953588, -0.14253, 0.0132052, -0.0257706, 1, 0.2904, -0.294736, 0.121718, 0.782946, 0.240688
-0.0256559, -0.0604874, 0.159491, 0.0417819, 0.00688628, -0.0151922, 0.0141183, -0.0400116, 0.2904, 1, -0.0620304, -0.741105, 0.667648, -0.356079
0.978033, -0.715746, -0.295207, 0.21324, -0.31923, 0.465641, -0.0231274, 0.0256087, -0.294736, -0.0620304, 1, -0.0847886, -0.288164, -0.0171368
-0.134683, 0.100927, 0.0417525, -0.0634022, 0.0560353, -0.0736402, 0.0522881, 0.00597199, 0.121718, -0.741105, -0.0847886, 1, -0.304408, 0.323563
-0.249542, 0.178305, 0.0558243, 0.0138462, 0.0905094, -0.136652, -0.0123611, 0.000541956, 0.782946, 0.667648, -0.288164, -0.304408, 1, -0.0710646
-0.0251152, 0.0488912, -1.63683e-05, -0.011736, 0.00424193, -0.00871794, -0.00126114, 0.0135348, 0.240688, -0.356079, -0.0171368, 0.323563, -0.0710646, 1
DJI_0012.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.285747, 0.00168703, 0.978551, -0.148919, -0.252006, -0.0239356
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0737352, -0.0769277, -0.716136, 0.112276, 0.180243, 0.0480891
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0282811, 0.15072, -0.29521, 0.0460745, 0.0558958, 0.000800084
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.00873467, 0.043424, 0.213765, -0.0604094, 0.0138625, -0.0109233
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.100907, -0.00193622, -0.319731, 0.0604271, 0.0917437, 0.00363362
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.150002, -0.00238195, 0.466264, -0.0796771, -0.138087, -0.00749334
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0137134, 0.0146834, -0.023353, 0.0499256, -0.012189, 0.00288726
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0279128, -0.0371348, 0.025426, 0.00477342, 0.000654352, 0.0017818
-0.285747, 0.0737352, -0.0282811, -0.00873467, 0.100907, -0.150002, 0.0137134, -0.0279128, 1, 0.280124, -0.310098, 0.0960491, 0.78508, 0.215784
0.00168703, -0.0769277, 0.15072, 0.043424, -0.00193622, -0.00238195, 0.0146834, -0.0371348, 0.280124, 1, -0.0263568, -0.755505, 0.658868, -0.355977
0.978551, -0.716136, -0.29521, 0.213765, -0.319731, 0.466264, -0.023353, 0.025426, -0.310098, -0.0263568, 1, -0.109226, -0.285522, -0.0164383
-0.148919, 0.112276, 0.0460745, -0.0604094, 0.0604271, -0.0796771, 0.0499256, 0.00477342, 0.0960491, -0.755505, -0.109226, 1, -0.326286, 0.323358
-0.252006, 0.180243, 0.0558958, 0.0138625, 0.0917437, -0.138087, -0.012189, 0.000654352, 0.78508, 0.658868, -0.285522, -0.326286, 1, -0.0769527
-0.0239356, 0.0480891, 0.000800084, -0.0109233, 0.00363362, -0.00749334, 0.00288726, 0.0017818, 0.215784, -0.355977, -0.0164383, 0.323358, -0.0769527, 1
DJI_0013.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.333753, -0.0816266, 0.97878, -0.10868, -0.295141, -0.0152013
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.114013, -0.0140324, -0.717011, 0.0841508, 0.212197, 0.0398821
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.00910675, 0.168983, -0.294673, 0.0337146, 0.069162, 0.00212609
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.015249, 0.0197636, 0.214288, -0.0398121, 0.00544476, -0.00448446
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.113607, 0.0276927, -0.320247, 0.0417537, 0.104203, -0.0021518
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.169541, -0.0441375, 0.466762, -0.0554156, -0.156729, -0.000469127
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.013952, 0.0173002, -0.0235142, 0.0447184, -0.0108105, 0.00617593
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0331824, -0.0334994, 0.0253557, -0.00204445, -0.00211175, -0.00795529
-0.333753, 0.114013, -0.00910675, -0.015249, 0.113607, -0.169541, 0.013952, -0.0331824, 1, 0.257142, -0.353387, 0.13928, 0.793242, 0.196538
-0.0816266, -0.0140324, 0.168983, 0.0197636, 0.0276927, -0.0441375, 0.0173002, -0.0334994, 0.257142, 1, -0.0977381, -0.754569, 0.643121, -0.363926
0.97878, -0.717011, -0.294673, 0.214288, -0.320247, 0.466762, -0.0235142, 0.0253557, -0.353387, -0.0977381, 1, -0.0809377, -0.319906, -0.0201001
-0.10868, 0.0841508, 0.0337146, -0.0398121, 0.0417537, -0.0554156, 0.0447184, -0.00204445, 0.13928, -0.754569, -0.0809377, 1, -0.281875, 0.354624
-0.295141, 0.212197, 0.069162, 0.00544476, 0.104203, -0.156729, -0.0108105, -0.00211175, 0.793242, 0.643121, -0.319906, -0.281875, 1, -0.0909593
-0.0152013, 0.0398821, 0.00212609, -0.00448446, -0.0021518, -0.000469127, 0.00617593, -0.00795529, 0.196538, -0.363926, -0.0201001, 0.354624, -0.0909593, 1
DJI_0014.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.300393, -0.141617, 0.978533, -0.0511235, -0.295273, -0.0063063
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0921035, 0.0333104, -0.717068, 0.0415811, 0.21255, 0.0221207
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0133446, 0.179943, -0.293767, 0.0171411, 0.0702442, 0.00417306
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, -0.00639891, 0.00287086, 0.213814, -0.0217826, 0.00525582, -0.00531876
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.102368, 0.0480854, -0.320517, 0.0216941, 0.104054, -0.000619755
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.152788, -0.0733111, 0.467065, -0.0265133, -0.156104, -0.000441054
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0124778, 0.0195008, -0.0235183, 0.0365556, -0.0105592, 0.00793937
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0348635, -0.031598, 0.0257876, -0.00376914, -0.00362722, -0.0101279
-0.300393, 0.0921035, -0.0133446, -0.00639891, 0.102368, -0.152788, 0.0124778, -0.0348635, 1, 0.225532, -0.324977, 0.193888, 0.794537, 0.211342
-0.141617, 0.0333104, 0.179943, 0.00287086, 0.0480854, -0.0733111, 0.0195008, -0.031598, 0.225532, 1, -0.148368, -0.76621, 0.623326, -0.402662
0.978533, -0.717068, -0.293767, 0.213814, -0.320517, 0.467065, -0.0235183, 0.0257876, -0.324977, -0.148368, 1, -0.0388717, -0.321108, -0.0190981
-0.0511235, 0.0415811, 0.0171411, -0.0217826, 0.0216941, -0.0265133, 0.0365556, -0.00376914, 0.193888, -0.76621, -0.0388717, 1, -0.235785, 0.399499
-0.295273, 0.21255, 0.0702442, 0.00525582, 0.104054, -0.156104, -0.0105592, -0.00362722, 0.794537, 0.623326, -0.321108, -0.235785, 1, -0.0850212
-0.0063063, 0.0221207, 0.00417306, -0.00531876, -0.000619755, -0.000441054, 0.00793937, -0.0101279, 0.211342, -0.402662, -0.0190981, 0.399499, -0.0850212, 1
DJI_0015.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.297641, -0.204022, 0.979944, -0.0202836, -0.313005, 0.0113215
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0844104, 0.0833688, -0.718409, 0.0124001, 0.236384, 0.0191905
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0141542, 0.208243, -0.2944, 0.0210714, 0.0728797, -0.00756748
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.00456654, 0.00216942, 0.212579, -0.0249368, 0.017495, -0.00525713
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0914822, 0.0653893, -0.320652, 0.0116977, 0.0993959, -0.00464573
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.142761, -0.102165, 0.467372, -0.00968669, -0.156551, 0.00677515
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.014421, 0.0213014, -0.0231602, 0.040241, -0.00991797, 0.00841668
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0329517, -0.0490734, 0.0285042, 0.0154302, -0.00499784, 0.0406566
-0.297641, 0.0844104, -0.0141542, 0.00456654, 0.0914822, -0.142761, 0.014421, -0.0329517, 1, 0.223215, -0.285375, 0.223871, 0.799965, 0.244578
-0.204022, 0.0833688, 0.208243, 0.00216942, 0.0653893, -0.102165, 0.0213014, -0.0490734, 0.223215, 1, -0.267896, -0.720057, 0.599605, -0.286866
0.979944, -0.718409, -0.2944, 0.212579, -0.320652, 0.467372, -0.0231602, 0.0285042, -0.285375, -0.267896, 1, 0.0827076, -0.340421, 0.0350007
-0.0202836, 0.0124001, 0.0210714, -0.0249368, 0.0116977, -0.00968669, 0.040241, 0.0154302, 0.223871, -0.720057, 0.0827076, 1, -0.168873, 0.337322
-0.313005, 0.236384, 0.0728797, 0.017495, 0.0993959, -0.156551, -0.00991797, -0.00499784, 0.799965, 0.599605, -0.340421, -0.168873, 1, -0.0415124
0.0113215, 0.0191905, -0.00756748, -0.00525713, -0.00464573, 0.00677515, 0.00841668, 0.0406566, 0.244578, -0.286866, 0.0350007, 0.337322, -0.0415124, 1
DJI_0016.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.304028, -0.148431, 0.981979, -0.0589278, -0.301342, 0.00796633
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0868385, 0.0399044, -0.719637, 0.0413197, 0.228408, 0.0236383
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0150085, 0.196373, -0.295384, 0.0318695, 0.0686197, -0.00509008
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.00854184, 0.00940505, 0.212527, -0.023905, 0.0218241, -0.00357668
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0927619, 0.0495272, -0.321239, 0.0211183, 0.09586, -0.00507307
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.145209, -0.0780831, 0.468249, -0.0251425, -0.151494, 0.0065318
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0170005, 0.0177066, -0.0231628, 0.0426158, -0.0103568, 0.0136592
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0365843, -0.0467506, 0.0284469, 0.0117751, -0.0044896, 0.0340679
-0.304028, 0.0868385, -0.0150085, 0.00854184, 0.0927619, -0.145209, 0.0170005, -0.0365843, 1, 0.229491, -0.298819, 0.227315, 0.806233, 0.203178
-0.148431, 0.0399044, 0.196373, 0.00940505, 0.0495272, -0.0780831, 0.0177066, -0.0467506, 0.229491, 1, -0.208056, -0.721828, 0.59329, -0.299539
0.981979, -0.719637, -0.295384, 0.212527, -0.321239, 0.468249, -0.0231628, 0.0284469, -0.298819, -0.208056, 1, 0.0299469, -0.333122, 0.0233659
-0.0589278, 0.0413197, 0.0318695, -0.023905, 0.0211183, -0.0251425, 0.0426158, 0.0117751, 0.227315, -0.721828, 0.0299469, 1, -0.158353, 0.29461
-0.301342, 0.228408, 0.0686197, 0.0218241, 0.09586, -0.151494, -0.0103568, -0.0044896, 0.806233, 0.59329, -0.333122, -0.158353, 1, -0.0640708
0.00796633, 0.0236383, -0.00509008, -0.00357668, -0.00507307, 0.0065318, 0.0136592, 0.0340679, 0.203178, -0.299539, 0.0233659, 0.29461, -0.0640708, 1
DJI_0017.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.275808, -0.161908, 0.983384, -0.0457763, -0.291448, 0.0121137
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0636838, 0.048103, -0.720464, 0.0315356, 0.221632, 0.0188476
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0255421, 0.204421, -0.295624, 0.0274979, 0.0650043, -0.00230743
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0190972, 0.00285076, 0.212352, -0.0136144, 0.0257887, -0.00205823
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0821244, 0.0555862, -0.321692, 0.0137108, 0.0920517, -0.00609217
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.129574, -0.0864354, 0.468944, -0.0149397, -0.145718, 0.00819298
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0175633, 0.0177919, -0.0232674, 0.0421126, -0.0107948, 0.0191664
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0387765, -0.0460847, 0.0284436, 0.0100333, -0.00363722, 0.0238201
-0.275808, 0.0636838, -0.0255421, 0.0190972, 0.0821244, -0.129574, 0.0175633, -0.0387765, 1, 0.245704, -0.279333, 0.226664, 0.810733, 0.19524
-0.161908, 0.048103, 0.204421, 0.00285076, 0.0555862, -0.0864354, 0.0177919, -0.0460847, 0.245704, 1, -0.213251, -0.712821, 0.593293, -0.319129
0.983384, -0.720464, -0.295624, 0.212352, -0.321692, 0.468944, -0.0232674, 0.0284436, -0.279333, -0.213251, 1, 0.02689, -0.327815, 0.0195696
-0.0457763, 0.0315356, 0.0274979, -0.0136144, 0.0137108, -0.0149397, 0.0421126, 0.0100333, 0.226664, -0.712821, 0.02689, 1, -0.147542, 0.299704
-0.291448, 0.221632, 0.0650043, 0.0257887, 0.0920517, -0.145718, -0.0107948, -0.00363722, 0.810733, 0.593293, -0.327815, -0.147542, 1, -0.0568136
0.0121137, 0.0188476, -0.00230743, -0.00205823, -0.00609217, 0.00819298, 0.0191664, 0.0238201, 0.19524, -0.319129, 0.0195696, 0.299704, -0.0568136, 1
DJI_0018.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.190321, -0.168402, 0.984004, -0.00947591, -0.253406, 0.0156565
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.00151368, 0.0552209, -0.720443, 0.00577811, 0.193615, 0.0108854
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0521178, 0.200486, -0.295309, 0.0156889, 0.0535315, 0.00455752
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0360837, -0.00162569, 0.211743, -0.00525024, 0.03142, 0.000155428
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0597857, 0.0559567, -0.321859, 0.00684507, 0.0831754, -0.00725804
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.0941695, -0.0874036, 0.469173, -0.00293099, -0.130838, 0.00985978
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.017821, 0.0151267, -0.023294, 0.0400389, -0.0115251, 0.0238063
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0398036, -0.0432482, 0.0285017, 0.00829114, -0.00314399, 0.0132082
-0.190321, -0.00151368, -0.0521178, 0.0360837, 0.0597857, -0.0941695, 0.017821, -0.0398036, 1, 0.217842, -0.205107, 0.226697, 0.798108, 0.172463
-0.168402, 0.0552209, 0.200486, -0.00162569, 0.0559567, -0.0874036, 0.0151267, -0.0432482, 0.217842, 1, -0.208414, -0.742951, 0.58894, -0.276311
0.984004, -0.720443, -0.295309, 0.211743, -0.321859, 0.469173, -0.023294, 0.0285017, -0.205107, -0.208414, 1, 0.039436, -0.295406, 0.0158671
-0.00947591, 0.00577811, 0.0156889, -0.00525024, 0.00684507, -0.00293099, 0.0400389, 0.00829114, 0.226697, -0.742951, 0.039436, 1, -0.173184, 0.213467
-0.253406, 0.193615, 0.0535315, 0.03142, 0.0831754, -0.130838, -0.0115251, -0.00314399, 0.798108, 0.58894, -0.295406, -0.173184, 1, -0.0421696
0.0156565, 0.0108854, 0.00455752, 0.000155428, -0.00725804, 0.00985978, 0.0238063, 0.0132082, 0.172463, -0.276311, 0.0158671, 0.213467, -0.0421696, 1
DJI_0019.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.17865, -0.265816, 0.985163, 0.0464028, -0.274403, 0.0259639
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, -0.0136178, 0.12309, -0.721487, -0.0359743, 0.210192, -0.00225279
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0547898, 0.238984, -0.295191, 0.00490915, 0.0596565, 0.0134806
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0455231, -0.0244388, 0.211023, 0.0148008, 0.0322398, 0.00518891
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0523299, 0.0911684, -0.322077, -0.0171952, 0.0883709, -0.0118041
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.0852066, -0.136918, 0.469511, 0.0291591, -0.139316, 0.0157589
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0189362, 0.0151061, -0.0231695, 0.0455411, -0.0113473, 0.0331473
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.043239, -0.0471532, 0.0287015, 0.00871856, -0.00438836, 0.0109527
-0.17865, -0.0136178, -0.0547898, 0.0455231, 0.0523299, -0.0852066, 0.0189362, -0.043239, 1, 0.253022, -0.197491, 0.233346, 0.812002, 0.133917
-0.265816, 0.12309, 0.238984, -0.0244388, 0.0911684, -0.136918, 0.0151061, -0.0471532, 0.253022, 1, -0.308331, -0.697119, 0.580985, -0.312249
0.985163, -0.721487, -0.295191, 0.211023, -0.322077, 0.469511, -0.0231695, 0.0287015, -0.197491, -0.308331, 1, 0.0968399, -0.322508, 0.0251624
0.0464028, -0.0359743, 0.00490915, 0.0148008, -0.0171952, 0.0291591, 0.0455411, 0.00871856, 0.233346, -0.697119, 0.0968399, 1, -0.119077, 0.233244
-0.274403, 0.210192, 0.0596565, 0.0322398, 0.0883709, -0.139316, -0.0113473, -0.00438836, 0.812002, 0.580985, -0.322508, -0.119077, 1, -0.0710212
0.0259639, -0.00225279, 0.0134806, 0.00518891, -0.0118041, 0.0157589, 0.0331473, 0.0109527, 0.133917, -0.312249, 0.0251624, 0.233244, -0.0710212, 1
DJI_0020.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.268391, -0.204197, 0.985793, -0.0331313, -0.302868, 0.0201417
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.058805, 0.0778462, -0.722349, 0.0205554, 0.231631, 0.000230914
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.0227922, 0.221636, -0.29635, 0.0279444, 0.0684307, 0.0182028
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.023962, -0.0146628, 0.2103, 0.00379075, 0.0244718, 0.00765438
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0831718, 0.0714774, -0.322089, 0.008919, 0.0988828, -0.0105919
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.128346, -0.109071, 0.469543, -0.00772856, -0.153736, 0.0137214
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.021374, 0.0104059, -0.0233161, 0.0471982, -0.0100983, 0.0352835
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.0493776, -0.0406886, 0.0287288, -0.00138195, -0.00700843, 0.00584021
-0.268391, 0.058805, -0.0227922, 0.023962, 0.0831718, -0.128346, 0.021374, -0.0493776, 1, 0.213247, -0.292309, 0.322598, 0.825715, 0.0575896
-0.204197, 0.0778462, 0.221636, -0.0146628, 0.0714774, -0.109071, 0.0104059, -0.0406886, 0.213247, 1, -0.238231, -0.683627, 0.531596, -0.304826
0.985793, -0.722349, -0.29635, 0.2103, -0.322089, 0.469543, -0.0233161, 0.0287288, -0.292309, -0.238231, 1, -0.00440255, -0.353324, 0.0203218
-0.0331313, 0.0205554, 0.0279444, 0.00379075, 0.008919, -0.00772856, 0.0471982, -0.00138195, 0.322598, -0.683627, -0.00440255, 1, -0.0143437, 0.163873
-0.302868, 0.231631, 0.0684307, 0.0244718, 0.0988828, -0.153736, -0.0100983, -0.00700843, 0.825715, 0.531596, -0.353324, -0.0143437, 1, -0.104613
0.0201417, 0.000230914, 0.0182028, 0.00765438, -0.0105919, 0.0137214, 0.0352835, 0.00584021, 0.0575896, -0.304826, 0.0203218, 0.163873, -0.104613, 1
DJI_0021.JPG
FC6310_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.73051, -0.304209, 0.205054, -0.323996, 0.472636, -0.0234324, 0.035903, -0.238115, -0.25542, 0.987587, 0.0112485, -0.310913, 0.0274734
-0.73051, 1, 0.264778, -0.143831, 0.243727, -0.354886, 0.0280359, 0.0792738, 0.0221003, 0.119527, -0.723453, -0.0151504, 0.237971, -0.00872394
-0.304209, 0.264778, 1, -0.0824368, 0.101751, -0.146061, 0.134816, -0.0272581, -0.042229, 0.2262, -0.296348, 0.017698, 0.0694356, 0.0188605
0.205054, -0.143831, -0.0824368, 1, -0.927418, 0.846166, -0.0259827, -0.0333341, 0.0203969, -0.0182012, 0.211133, -0.00664504, 0.0172705, 0.00723155
-0.323996, 0.243727, 0.101751, -0.927418, 1, -0.972333, 0.0141479, -0.00700086, 0.0816371, 0.0928429, -0.323238, -0.00676648, 0.111315, -0.0128438
0.472636, -0.354886, -0.146061, 0.846166, -0.972333, 1, -0.0164753, 0.0164986, -0.121428, -0.136858, 0.470707, 0.0140568, -0.166386, 0.0168217
-0.0234324, 0.0280359, 0.134816, -0.0259827, 0.0141479, -0.0164753, 1, -0.00442382, 0.0237387, 0.0097263, -0.0232413, 0.046096, -0.008346, 0.0383992
0.035903, 0.0792738, -0.0272581, -0.0333341, -0.00700086, 0.0164986, -0.00442382, 1, -0.048043, -0.0439346, 0.0290429, 0.00786078, -0.00482235, -0.00170715
-0.238115, 0.0221003, -0.042229, 0.0203969, 0.0816371, -0.121428, 0.0237387, -0.048043, 1, 0.231216, -0.250885, 0.224364, 0.779821, 0.083492
