filename,bandname,wavelength,time,sunsensor_sun_angle_degree,sunsensor_nadir_angle_degree,sun_irradiance
DJI_0014.JPG,Red,660.000000,1657627433.000000,,,
DJI_0014.JPG,Green,550.000000,1657627433.000000,,,
DJI_0014.JPG,Blue,470.000000,1657627433.000000,,,
DJI_0015.JPG,Red,660.000000,1657627440.000000,,,
DJI_0015.JPG,Green,550.000000,1657627440.000000,,,
DJI_0015.JPG,Blue,470.000000,1657627440.000000,,,
DJI_0016.JPG,Red,660.000000,1657627444.000000,,,
DJI_0016.JPG,Green,550.000000,1657627444.000000,,,
DJI_0016.JPG,Blue,470.000000,1657627444.000000,,,
DJI_0017.JPG,Red,660.000000,1657627448.000000,,,
DJI_0017.JPG,Green,550.000000,1657627448.000000,,,
DJI_0017.JPG,Blue,470.000000,1657627448.000000,,,
DJI_0018.JPG,Red,660.000000,1657627451.000000,,,
DJI_0018.JPG,Green,550.000000,1657627451.000000,,,
DJI_0018.JPG,Blue,470.000000,1657627451.000000,,,
DJI_0019.JPG,Red,660.000000,1657627455.000000,,,
DJI_0019.JPG,Green,550.000000,1657627455.000000,,,
DJI_0019.JPG,Blue,470.000000,1657627455.000000,,,
DJI_0020.JPG,Red,660.000000,1657627458.000000,,,
DJI_0020.JPG,Green,550.000000,1657627458.000000,,,
DJI_0020.JPG,Blue,470.000000,1657627458.000000,,,
DJI_0021.JPG,Red,660.000000,1657627462.000000,,,
DJI_0021.JPG,Green,550.000000,1657627462.000000,,,
DJI_0021.JPG,Blue,470.000000,1657627462.000000,,,
DJI_0022.JPG,Red,660.000000,1657627466.000000,,,
DJI_0022.JPG,Green,550.000000,1657627466.000000,,,
DJI_0022.JPG,Blue,470.000000,1657627466.000000,,,
DJI_0023.JPG,Red,660.000000,1657627473.000000,,,
DJI_0023.JPG,Green,550.000000,1657627473.000000,,,
DJI_0023.JPG,Blue,470.000000,1657627473.000000,,,
DJI_0024.JPG,Red,660.000000,1657627476.000000,,,
DJI_0024.JPG,Green,550.000000,1657627476.000000,,,
DJI_0024.JPG,Blue,470.000000,1657627476.000000,,,
DJI_0025.JPG,Red,660.000000,1657627480.000000,,,
DJI_0025.JPG,Green,550.000000,1657627480.000000,,,
DJI_0025.JPG,Blue,470.000000,1657627480.000000,,,
DJI_0026.JPG,Red,660.000000,1657627484.000000,,,
DJI_0026.JPG,Green,550.000000,1657627484.000000,,,
DJI_0026.JPG,Blue,470.000000,1657627484.000000,,,
DJI_0027.JPG,Red,660.000000,1657627487.000000,,,
DJI_0027.JPG,Green,550.000000,1657627487.000000,,,
DJI_0027.JPG,Blue,470.000000,1657627487.000000,,,
DJI_0028.JPG,Red,660.000000,1657627491.000000,,,
DJI_0028.JPG,Green,550.000000,1657627491.000000,,,
DJI_0028.JPG,Blue,470.000000,1657627491.000000,,,
DJI_0029.JPG,Red,660.000000,1657627495.000000,,,
DJI_0029.JPG,Green,550.000000,1657627495.000000,,,
DJI_0029.JPG,Blue,470.000000,1657627495.000000,,,
DJI_0030.JPG,Red,660.000000,1657627506.000000,,,
DJI_0030.JPG,Green,550.000000,1657627506.000000,,,
DJI_0030.JPG,Blue,470.000000,1657627506.000000,,,
DJI_0031.JPG,Red,660.000000,1657627509.000000,,,
DJI_0031.JPG,Green,550.000000,1657627509.000000,,,
DJI_0031.JPG,Blue,470.000000,1657627509.000000,,,
DJI_0032.JPG,Red,660.000000,1657627513.000000,,,
DJI_0032.JPG,Green,550.000000,1657627513.000000,,,
DJI_0032.JPG,Blue,470.000000,1657627513.000000,,,
DJI_0033.JPG,Red,660.000000,1657627517.000000,,,
DJI_0033.JPG,Green,550.000000,1657627517.000000,,,
DJI_0033.JPG,Blue,470.000000,1657627517.000000,,,
DJI_0034.JPG,Red,660.000000,1657627520.000000,,,
DJI_0034.JPG,Green,550.000000,1657627520.000000,,,
DJI_0034.JPG,Blue,470.000000,1657627520.000000,,,
DJI_0035.JPG,Red,660.000000,1657627524.000000,,,
DJI_0035.JPG,Green,550.000000,1657627524.000000,,,
DJI_0035.JPG,Blue,470.000000,1657627524.000000,,,
DJI_0036.JPG,Red,660.000000,1657627532.000000,,,
DJI_0036.JPG,Green,550.000000,1657627532.000000,,,
DJI_0036.JPG,Blue,470.000000,1657627532.000000,,,
DJI_0037.JPG,Red,660.000000,1657627539.000000,,,
DJI_0037.JPG,Green,550.000000,1657627539.000000,,,
DJI_0037.JPG,Blue,470.000000,1657627539.000000,,,
DJI_0038.JPG,Red,660.000000,1657627543.000000,,,
DJI_0038.JPG,Green,550.000000,1657627543.000000,,,
DJI_0038.JPG,Blue,470.000000,1657627543.000000,,,
DJI_0039.JPG,Red,660.000000,1657627546.000000,,,
DJI_0039.JPG,Green,550.000000,1657627546.000000,,,
DJI_0039.JPG,Blue,470.000000,1657627546.000000,,,
DJI_0040.JPG,Red,660.000000,1657627550.000000,,,
DJI_0040.JPG,Green,550.000000,1657627550.000000,,,
DJI_0040.JPG,Blue,470.000000,1657627550.000000,,,
DJI_0041.JPG,Red,660.000000,1657627554.000000,,,
DJI_0041.JPG,Green,550.000000,1657627554.000000,,,
DJI_0041.JPG,Blue,470.000000,1657627554.000000,,,
DJI_0042.JPG,Red,660.000000,1657627558.000000,,,
DJI_0042.JPG,Green,550.000000,1657627558.000000,,,
DJI_0042.JPG,Blue,470.000000,1657627558.000000,,,
DJI_0043.JPG,Red,660.000000,1657627561.000000,,,
DJI_0043.JPG,Green,550.000000,1657627561.000000,,,
DJI_0043.JPG,Blue,470.000000,1657627561.000000,,,
DJI_0044.JPG,Red,660.000000,1657627565.000000,,,
DJI_0044.JPG,Green,550.000000,1657627565.000000,,,
DJI_0044.JPG,Blue,470.000000,1657627565.000000,,,
DJI_0045.JPG,Red,660.000000,1657627572.000000,,,
DJI_0045.JPG,Green,550.000000,1657627572.000000,,,
DJI_0045.JPG,Blue,470.000000,1657627572.000000,,,
DJI_0046.JPG,Red,660.000000,1657627576.000000,,,
DJI_0046.JPG,Green,550.000000,1657627576.000000,,,
DJI_0046.JPG,Blue,470.000000,1657627576.000000,,,
DJI_0047.JPG,Red,660.000000,1657627579.000000,,,
DJI_0047.JPG,Green,550.000000,1657627579.000000,,,
DJI_0047.JPG,Blue,470.000000,1657627579.000000,,,
DJI_0048.JPG,Red,660.000000,1657627583.000000,,,
DJI_0048.JPG,Green,550.000000,1657627583.000000,,,
DJI_0048.JPG,Blue,470.000000,1657627583.000000,,,
DJI_0049.JPG,Red,660.000000,1657627587.000000,,,
DJI_0049.JPG,Green,550.000000,1657627587.000000,,,
DJI_0049.JPG,Blue,470.000000,1657627587.000000,,,
DJI_0050.JPG,Red,660.000000,1657627590.000000,,,
DJI_0050.JPG,Green,550.000000,1657627590.000000,,,
DJI_0050.JPG,Blue,470.000000,1657627590.000000,,,
DJI_0051.JPG,Red,660.000000,1657627594.000000,,,
DJI_0051.JPG,Green,550.000000,1657627594.000000,,,
DJI_0051.JPG,Blue,470.000000,1657627594.000000,,,
DJI_0052.JPG,Red,660.000000,1657627597.000000,,,
DJI_0052.JPG,Green,550.000000,1657627597.000000,,,
DJI_0052.JPG,Blue,470.000000,1657627597.000000,,,
DJI_0053.JPG,Red,660.000000,1657627601.000000,,,
DJI_0053.JPG,Green,550.000000,1657627601.000000,,,
DJI_0053.JPG,Blue,470.000000,1657627601.000000,,,
DJI_0054.JPG,Red,660.000000,1657627605.000000,,,
DJI_0054.JPG,Green,550.000000,1657627605.000000,,,
DJI_0054.JPG,Blue,470.000000,1657627605.000000,,,
DJI_0055.JPG,Red,660.000000,1657627612.000000,,,
DJI_0055.JPG,Green,550.000000,1657627612.000000,,,
DJI_0055.JPG,Blue,470.000000,1657627612.000000,,,
DJI_0056.JPG,Red,660.000000,1657627615.000000,,,
DJI_0056.JPG,Green,550.000000,1657627615.000000,,,
DJI_0056.JPG,Blue,470.000000,1657627615.000000,,,
DJI_0057.JPG,Red,660.000000,1657627619.000000,,,
DJI_0057.JPG,Green,550.000000,1657627619.000000,,,
DJI_0057.JPG,Blue,470.000000,1657627619.000000,,,
DJI_0058.JPG,Red,660.000000,1657627623.000000,,,
DJI_0058.JPG,Green,550.000000,1657627623.000000,,,
DJI_0058.JPG,Blue,470.000000,1657627623.000000,,,
DJI_0059.JPG,Red,660.000000,1657627626.000000,,,
DJI_0059.JPG,Green,550.000000,1657627626.000000,,,
DJI_0059.JPG,Blue,470.000000,1657627626.000000,,,
DJI_0060.JPG,Red,660.000000,1657627630.000000,,,
DJI_0060.JPG,Green,550.000000,1657627630.000000,,,
DJI_0060.JPG,Blue,470.000000,1657627630.000000,,,
DJI_0061.JPG,Red,660.000000,1657627634.000000,,,
DJI_0061.JPG,Green,550.000000,1657627634.000000,,,
DJI_0061.JPG,Blue,470.000000,1657627634.000000,,,
DJI_0062.JPG,Red,660.000000,1657627637.000000,,,
DJI_0062.JPG,Green,550.000000,1657627637.000000,,,
DJI_0062.JPG,Blue,470.000000,1657627637.000000,,,
DJI_0063.JPG,Red,660.000000,1657627641.000000,,,
DJI_0063.JPG,Green,550.000000,1657627641.000000,,,
DJI_0063.JPG,Blue,470.000000,1657627641.000000,,,
DJI_0064.JPG,Red,660.000000,1657627645.000000,,,
DJI_0064.JPG,Green,550.000000,1657627645.000000,,,
DJI_0064.JPG,Blue,470.000000,1657627645.000000,,,
DJI_0065.JPG,Red,660.000000,1657627648.000000,,,
DJI_0065.JPG,Green,550.000000,1657627648.000000,,,
DJI_0065.JPG,Blue,470.000000,1657627648.000000,,,
DJI_0066.JPG,Red,660.000000,1657627652.000000,,,
DJI_0066.JPG,Green,550.000000,1657627652.000000,,,
DJI_0066.JPG,Blue,470.000000,1657627652.000000,,,
DJI_0067.JPG,Red,660.000000,1657627656.000000,,,
DJI_0067.JPG,Green,550.000000,1657627656.000000,,,
DJI_0067.JPG,Blue,470.000000,1657627656.000000,,,
DJI_0068.JPG,Red,660.000000,1657627659.000000,,,
DJI_0068.JPG,Green,550.000000,1657627659.000000,,,
DJI_0068.JPG,Blue,470.000000,1657627659.000000,,,
DJI_0069.JPG,Red,660.000000,1657627662.000000,,,
DJI_0069.JPG,Green,550.000000,1657627662.000000,,,
DJI_0069.JPG,Blue,470.000000,1657627662.000000,,,
DJI_0070.JPG,Red,660.000000,1657627666.000000,,,
DJI_0070.JPG,Green,550.000000,1657627666.000000,,,
DJI_0070.JPG,Blue,470.000000,1657627666.000000,,,
DJI_0071.JPG,Red,660.000000,1657627670.000000,,,
DJI_0071.JPG,Green,550.000000,1657627670.000000,,,
DJI_0071.JPG,Blue,470.000000,1657627670.000000,,,
DJI_0072.JPG,Red,660.000000,1657627677.000000,,,
DJI_0072.JPG,Green,550.000000,1657627677.000000,,,
DJI_0072.JPG,Blue,470.000000,1657627677.000000,,,
DJI_0073.JPG,Red,660.000000,1657627681.000000,,,
DJI_0073.JPG,Green,550.000000,1657627681.000000,,,
DJI_0073.JPG,Blue,470.000000,1657627681.000000,,,
DJI_0074.JPG,Red,660.000000,1657627685.000000,,,
DJI_0074.JPG,Green,550.000000,1657627685.000000,,,
DJI_0074.JPG,Blue,470.000000,1657627685.000000,,,
DJI_0075.JPG,Red,660.000000,1657627688.000000,,,
DJI_0075.JPG,Green,550.000000,1657627688.000000,,,
DJI_0075.JPG,Blue,470.000000,1657627688.000000,,,
DJI_0076.JPG,Red,660.000000,1657627692.000000,,,
DJI_0076.JPG,Green,550.000000,1657627692.000000,,,
DJI_0076.JPG,Blue,470.000000,1657627692.000000,,,
DJI_0077.JPG,Red,660.000000,1657627696.000000,,,
DJI_0077.JPG,Green,550.000000,1657627696.000000,,,
DJI_0077.JPG,Blue,470.000000,1657627696.000000,,,
DJI_0078.JPG,Red,660.000000,1657627699.000000,,,
DJI_0078.JPG,Green,550.000000,1657627699.000000,,,
DJI_0078.JPG,Blue,470.000000,1657627699.000000,,,
DJI_0079.JPG,Red,660.000000,1657627703.000000,,,
DJI_0079.JPG,Green,550.000000,1657627703.000000,,,
DJI_0079.JPG,Blue,470.000000,1657627703.000000,,,
DJI_0080.JPG,Red,660.000000,1657627707.000000,,,
DJI_0080.JPG,Green,550.000000,1657627707.000000,,,
DJI_0080.JPG,Blue,470.000000,1657627707.000000,,,
DJI_0081.JPG,Red,660.000000,1657627710.000000,,,
DJI_0081.JPG,Green,550.000000,1657627710.000000,,,
DJI_0081.JPG,Blue,470.000000,1657627710.000000,,,
DJI_0082.JPG,Red,660.000000,1657627714.000000,,,
DJI_0082.JPG,Green,550.000000,1657627714.000000,,,
DJI_0082.JPG,Blue,470.000000,1657627714.000000,,,
DJI_0083.JPG,Red,660.000000,1657627718.000000,,,
DJI_0083.JPG,Green,550.000000,1657627718.000000,,,
DJI_0083.JPG,Blue,470.000000,1657627718.000000,,,
DJI_0084.JPG,Red,660.000000,1657627722.000000,,,
DJI_0084.JPG,Green,550.000000,1657627722.000000,,,
DJI_0084.JPG,Blue,470.000000,1657627722.000000,,,
DJI_0085.JPG,Red,660.000000,1657627728.000000,,,
DJI_0085.JPG,Green,550.000000,1657627728.000000,,,
DJI_0085.JPG,Blue,470.000000,1657627728.000000,,,
DJI_0086.JPG,Red,660.000000,1657627733.000000,,,
DJI_0086.JPG,Green,550.000000,1657627733.000000,,,
DJI_0086.JPG,Blue,470.000000,1657627733.000000,,,
DJI_0087.JPG,Red,660.000000,1657627737.000000,,,
DJI_0087.JPG,Green,550.000000,1657627737.000000,,,
DJI_0087.JPG,Blue,470.000000,1657627737.000000,,,
DJI_0088.JPG,Red,660.000000,1657627740.000000,,,
DJI_0088.JPG,Green,550.000000,1657627740.000000,,,
DJI_0088.JPG,Blue,470.000000,1657627740.000000,,,
DJI_0089.JPG,Red,660.000000,1657627744.000000,,,
DJI_0089.JPG,Green,550.000000,1657627744.000000,,,
DJI_0089.JPG,Blue,470.000000,1657627744.000000,,,
DJI_0090.JPG,Red,660.000000,1657627748.000000,,,
DJI_0090.JPG,Green,550.000000,1657627748.000000,,,
DJI_0090.JPG,Blue,470.000000,1657627748.000000,,,
DJI_0091.JPG,Red,660.000000,1657627752.000000,,,
DJI_0091.JPG,Green,550.000000,1657627752.000000,,,
DJI_0091.JPG,Blue,470.000000,1657627752.000000,,,
DJI_0092.JPG,Red,660.000000,1657627755.000000,,,
DJI_0092.JPG,Green,550.000000,1657627755.000000,,,
DJI_0092.JPG,Blue,470.000000,1657627755.000000,,,
DJI_0093.JPG,Red,660.000000,1657627759.000000,,,
DJI_0093.JPG,Green,550.000000,1657627759.000000,,,
DJI_0093.JPG,Blue,470.000000,1657627759.000000,,,
DJI_0094.JPG,Red,660.000000,1657627763.000000,,,
DJI_0094.JPG,Green,550.000000,1657627763.000000,,,
DJI_0094.JPG,Blue,470.000000,1657627763.000000,,,
DJI_0095.JPG,Red,660.000000,1657627766.000000,,,
DJI_0095.JPG,Green,550.000000,1657627766.000000,,,
DJI_0095.JPG,Blue,470.000000,1657627766.000000,,,
DJI_0096.JPG,Red,660.000000,1657627770.000000,,,
DJI_0096.JPG,Green,550.000000,1657627770.000000,,,
DJI_0096.JPG,Blue,470.000000,1657627770.000000,,,
DJI_0097.JPG,Red,660.000000,1657627773.000000,,,
DJI_0097.JPG,Green,550.000000,1657627773.000000,,,
DJI_0097.JPG,Blue,470.000000,1657627773.000000,,,
DJI_0098.JPG,Red,660.000000,1657627777.000000,,,
DJI_0098.JPG,Green,550.000000,1657627777.000000,,,
DJI_0098.JPG,Blue,470.000000,1657627777.000000,,,
DJI_0099.JPG,Red,660.000000,1657627780.000000,,,
DJI_0099.JPG,Green,550.000000,1657627780.000000,,,
DJI_0099.JPG,Blue,470.000000,1657627780.000000,,,
DJI_0100.JPG,Red,660.000000,1657627784.000000,,,
DJI_0100.JPG,Green,550.000000,1657627784.000000,,,
DJI_0100.JPG,Blue,470.000000,1657627784.000000,,,
DJI_0101.JPG,Red,660.000000,1657627788.000000,,,
DJI_0101.JPG,Green,550.000000,1657627788.000000,,,
DJI_0101.JPG,Blue,470.000000,1657627788.000000,,,
DJI_0102.JPG,Red,660.000000,1657627795.000000,,,
DJI_0102.JPG,Green,550.000000,1657627795.000000,,,
DJI_0102.JPG,Blue,470.000000,1657627795.000000,,,
DJI_0103.JPG,Red,660.000000,1657627802.000000,,,
DJI_0103.JPG,Green,550.000000,1657627802.000000,,,
DJI_0103.JPG,Blue,470.000000,1657627802.000000,,,
DJI_0104.JPG,Red,660.000000,1657627805.000000,,,
DJI_0104.JPG,Green,550.000000,1657627805.000000,,,
DJI_0104.JPG,Blue,470.000000,1657627805.000000,,,
DJI_0105.JPG,Red,660.000000,1657627809.000000,,,
DJI_0105.JPG,Green,550.000000,1657627809.000000,,,
DJI_0105.JPG,Blue,470.000000,1657627809.000000,,,
DJI_0106.JPG,Red,660.000000,1657627813.000000,,,
DJI_0106.JPG,Green,550.000000,1657627813.000000,,,
DJI_0106.JPG,Blue,470.000000,1657627813.000000,,,
DJI_0107.JPG,Red,660.000000,1657627817.000000,,,
DJI_0107.JPG,Green,550.000000,1657627817.000000,,,
DJI_0107.JPG,Blue,470.000000,1657627817.000000,,,
DJI_0108.JPG,Red,660.000000,1657627820.000000,,,
DJI_0108.JPG,Green,550.000000,1657627820.000000,,,
DJI_0108.JPG,Blue,470.000000,1657627820.000000,,,
DJI_0109.JPG,Red,660.000000,1657627824.000000,,,
DJI_0109.JPG,Green,550.000000,1657627824.000000,,,
DJI_0109.JPG,Blue,470.000000,1657627824.000000,,,
DJI_0110.JPG,Red,660.000000,1657627828.000000,,,
DJI_0110.JPG,Green,550.000000,1657627828.000000,,,
DJI_0110.JPG,Blue,470.000000,1657627828.000000,,,
DJI_0111.JPG,Red,660.000000,1657627831.000000,,,
DJI_0111.JPG,Green,550.000000,1657627831.000000,,,
DJI_0111.JPG,Blue,470.000000,1657627831.000000,,,
DJI_0112.JPG,Red,660.000000,1657627835.000000,,,
DJI_0112.JPG,Green,550.000000,1657627835.000000,,,
DJI_0112.JPG,Blue,470.000000,1657627835.000000,,,
DJI_0113.JPG,Red,660.000000,1657627839.000000,,,
DJI_0113.JPG,Green,550.000000,1657627839.000000,,,
DJI_0113.JPG,Blue,470.000000,1657627839.000000,,,
DJI_0114.JPG,Red,660.000000,1657627842.000000,,,
DJI_0114.JPG,Green,550.000000,1657627842.000000,,,
DJI_0114.JPG,Blue,470.000000,1657627842.000000,,,
DJI_0115.JPG,Red,660.000000,1657627846.000000,,,
DJI_0115.JPG,Green,550.000000,1657627846.000000,,,
DJI_0115.JPG,Blue,470.000000,1657627846.000000,,,
DJI_0116.JPG,Red,660.000000,1657627849.000000,,,
DJI_0116.JPG,Green,550.000000,1657627849.000000,,,
DJI_0116.JPG,Blue,470.000000,1657627849.000000,,,
DJI_0117.JPG,Red,660.000000,1657627857.000000,,,
DJI_0117.JPG,Green,550.000000,1657627857.000000,,,
DJI_0117.JPG,Blue,470.000000,1657627857.000000,,,
DJI_0118.JPG,Red,660.000000,1657627860.000000,,,
DJI_0118.JPG,Green,550.000000,1657627860.000000,,,
DJI_0118.JPG,Blue,470.000000,1657627860.000000,,,
DJI_0119.JPG,Red,660.000000,1657627864.000000,,,
DJI_0119.JPG,Green,550.000000,1657627864.000000,,,
DJI_0119.JPG,Blue,470.000000,1657627864.000000,,,
DJI_0120.JPG,Red,660.000000,1657627868.000000,,,
DJI_0120.JPG,Green,550.000000,1657627868.000000,,,
DJI_0120.JPG,Blue,470.000000,1657627868.000000,,,
DJI_0121.JPG,Red,660.000000,1657627871.000000,,,
DJI_0121.JPG,Green,550.000000,1657627871.000000,,,
DJI_0121.JPG,Blue,470.000000,1657627871.000000,,,
DJI_0122.JPG,Red,660.000000,1657627875.000000,,,
DJI_0122.JPG,Green,550.000000,1657627875.000000,,,
DJI_0122.JPG,Blue,470.000000,1657627875.000000,,,
DJI_0123.JPG,Red,660.000000,1657627879.000000,,,
DJI_0123.JPG,Green,550.000000,1657627879.000000,,,
DJI_0123.JPG,Blue,470.000000,1657627879.000000,,,
DJI_0124.JPG,Red,660.000000,1657627882.000000,,,
DJI_0124.JPG,Green,550.000000,1657627882.000000,,,
DJI_0124.JPG,Blue,470.000000,1657627882.000000,,,
DJI_0125.JPG,Red,660.000000,1657627886.000000,,,
DJI_0125.JPG,Green,550.000000,1657627886.000000,,,
DJI_0125.JPG,Blue,470.000000,1657627886.000000,,,
DJI_0126.JPG,Red,660.000000,1657627889.000000,,,
DJI_0126.JPG,Green,550.000000,1657627889.000000,,,
DJI_0126.JPG,Blue,470.000000,1657627889.000000,,,
DJI_0127.JPG,Red,660.000000,1657627893.000000,,,
DJI_0127.JPG,Green,550.000000,1657627893.000000,,,
DJI_0127.JPG,Blue,470.000000,1657627893.000000,,,
DJI_0128.JPG,Red,660.000000,1657627897.000000,,,
DJI_0128.JPG,Green,550.000000,1657627897.000000,,,
DJI_0128.JPG,Blue,470.000000,1657627897.000000,,,
DJI_0129.JPG,Red,660.000000,1657627901.000000,,,
DJI_0129.JPG,Green,550.000000,1657627901.000000,,,
DJI_0129.JPG,Blue,470.000000,1657627901.000000,,,
DJI_0130.JPG,Red,660.000000,1657627904.000000,,,
DJI_0130.JPG,Green,550.000000,1657627904.000000,,,
DJI_0130.JPG,Blue,470.000000,1657627904.000000,,,
DJI_0131.JPG,Red,660.000000,1657627908.000000,,,
DJI_0131.JPG,Green,550.000000,1657627908.000000,,,
DJI_0131.JPG,Blue,470.000000,1657627908.000000,,,
DJI_0132.JPG,Red,660.000000,1657627912.000000,,,
DJI_0132.JPG,Green,550.000000,1657627912.000000,,,
DJI_0132.JPG,Blue,470.000000,1657627912.000000,,,
DJI_0133.JPG,Red,660.000000,1657627919.000000,,,
DJI_0133.JPG,Green,550.000000,1657627919.000000,,,
DJI_0133.JPG,Blue,470.000000,1657627919.000000,,,
DJI_0134.JPG,Red,660.000000,1657627923.000000,,,
DJI_0134.JPG,Green,550.000000,1657627923.000000,,,
DJI_0134.JPG,Blue,470.000000,1657627923.000000,,,
DJI_0135.JPG,Red,660.000000,1657627927.000000,,,
DJI_0135.JPG,Green,550.000000,1657627927.000000,,,
DJI_0135.JPG,Blue,470.000000,1657627927.000000,,,
DJI_0136.JPG,Red,660.000000,1657627931.000000,,,
DJI_0136.JPG,Green,550.000000,1657627931.000000,,,
DJI_0136.JPG,Blue,470.000000,1657627931.000000,,,
DJI_0137.JPG,Red,660.000000,1657627938.000000,,,
DJI_0137.JPG,Green,550.000000,1657627938.000000,,,
DJI_0137.JPG,Blue,470.000000,1657627938.000000,,,
DJI_0138.JPG,Red,660.000000,1657627942.000000,,,
DJI_0138.JPG,Green,550.000000,1657627942.000000,,,
DJI_0138.JPG,Blue,470.000000,1657627942.000000,,,
DJI_0139.JPG,Red,660.000000,1657627945.000000,,,
DJI_0139.JPG,Green,550.000000,1657627945.000000,,,
DJI_0139.JPG,Blue,470.000000,1657627945.000000,,,
DJI_0140.JPG,Red,660.000000,1657627949.000000,,,
DJI_0140.JPG,Green,550.000000,1657627949.000000,,,
DJI_0140.JPG,Blue,470.000000,1657627949.000000,,,
DJI_0141.JPG,Red,660.000000,1657627952.000000,,,
DJI_0141.JPG,Green,550.000000,1657627952.000000,,,
DJI_0141.JPG,Blue,470.000000,1657627952.000000,,,
DJI_0142.JPG,Red,660.000000,1657627956.000000,,,
DJI_0142.JPG,Green,550.000000,1657627956.000000,,,
DJI_0142.JPG,Blue,470.000000,1657627956.000000,,,
DJI_0143.JPG,Red,660.000000,1657627960.000000,,,
DJI_0143.JPG,Green,550.000000,1657627960.000000,,,
DJI_0143.JPG,Blue,470.000000,1657627960.000000,,,
DJI_0144.JPG,Red,660.000000,1657627964.000000,,,
DJI_0144.JPG,Green,550.000000,1657627964.000000,,,
DJI_0144.JPG,Blue,470.000000,1657627964.000000,,,
DJI_0145.JPG,Red,660.000000,1657627967.000000,,,
DJI_0145.JPG,Green,550.000000,1657627967.000000,,,
DJI_0145.JPG,Blue,470.000000,1657627967.000000,,,
DJI_0146.JPG,Red,660.000000,1657627971.000000,,,
DJI_0146.JPG,Green,550.000000,1657627971.000000,,,
DJI_0146.JPG,Blue,470.000000,1657627971.000000,,,
DJI_0147.JPG,Red,660.000000,1657627974.000000,,,
DJI_0147.JPG,Green,550.000000,1657627974.000000,,,
DJI_0147.JPG,Blue,470.000000,1657627974.000000,,,
DJI_0148.JPG,Red,660.000000,1657627978.000000,,,
DJI_0148.JPG,Green,550.000000,1657627978.000000,,,
DJI_0148.JPG,Blue,470.000000,1657627978.000000,,,
DJI_0149.JPG,Red,660.000000,1657627982.000000,,,
DJI_0149.JPG,Green,550.000000,1657627982.000000,,,
DJI_0149.JPG,Blue,470.000000,1657627982.000000,,,
DJI_0150.JPG,Red,660.000000,1657627985.000000,,,
DJI_0150.JPG,Green,550.000000,1657627985.000000,,,
DJI_0150.JPG,Blue,470.000000,1657627985.000000,,,
DJI_0151.JPG,Red,660.000000,1657627988.000000,,,
DJI_0151.JPG,Green,550.000000,1657627988.000000,,,
DJI_0151.JPG,Blue,470.000000,1657627988.000000,,,
DJI_0152.JPG,Red,660.000000,1657627992.000000,,,
DJI_0152.JPG,Green,550.000000,1657627992.000000,,,
DJI_0152.JPG,Blue,470.000000,1657627992.000000,,,
DJI_0153.JPG,Red,660.000000,1657627996.000000,,,
DJI_0153.JPG,Green,550.000000,1657627996.000000,,,
